DATE,TIME,WSPD,ATMP
26/12/2025,14:10,0.0,6.4
26/12/2025,14:15,0.0,6.4
26/12/2025,14:20,0.0,6.4
26/12/2025,14:25,0.0,6.4
26/12/2025,14:30,0.0,6.4
26/12/2025,14:35,5.5,6.4
26/12/2025,14:45,0.0,6.5
26/12/2025,14:50,0.0,6.4
26/12/2025,14:55,0.0,6.4
26/12/2025,15:00,0.0,6.4
26/12/2025,15:10,5.1,6.4
26/12/2025,15:15,0.0,6.4
26/12/2025,15:20,0.0,6.4
26/12/2025,15:25,0.0,6.4
26/12/2025,15:30,0.0,6.4
26/12/2025,15:35,0.0,6.2
26/12/2025,15:40,7.5,6.3
26/12/2025,15:45,0.0,6.2
26/12/2025,15:55,13.5,6.3
26/12/2025,16:00,0.0,6.4
26/12/2025,16:10,0.0,6.3
26/12/2025,16:20,0.0,6.1
26/12/2025,16:30,0.0,6.1
26/12/2025,16:35,11.6,6.1
26/12/2025,16:40,12.0,6.2
26/12/2025,16:45,0.0,6.1
26/12/2025,16:50,0.0,6.1
26/12/2025,17:00,0.0,6.3
26/12/2025,17:05,0.0,6.0
26/12/2025,17:10,0.0,5.9
26/12/2025,17:20,0.0,6.1
26/12/2025,17:25,0.0,6.1
26/12/2025,17:30,13.9,5.9
26/12/2025,17:35,12.0,6.0
26/12/2025,17:40,0.0,6.0
26/12/2025,17:45,0.0,6.1
26/12/2025,17:50,0.0,5.9
26/12/2025,18:00,0.0,5.9
26/12/2025,18:05,0.0,5.9
26/12/2025,18:10,8.8,5.7
26/12/2025,18:20,0.0,5.8
26/12/2025,18:25,11.1,5.7
26/12/2025,18:30,0.0,5.6
26/12/2025,18:35,0.0,5.6
26/12/2025,18:40,0.0,5.6
26/12/2025,18:45,0.0,5.5
26/12/2025,18:50,0.0,5.6
26/12/2025,18:55,9.3,5.3
26/12/2025,19:00,0.0,5.3
26/12/2025,19:05,0.0,5.3
26/12/2025,19:20,9.7,5.5
26/12/2025,19:25,0.0,5.4
26/12/2025,19:30,8.2,5.5
26/12/2025,19:35,8.6,5.4
26/12/2025,19:40,4.0,5.4
26/12/2025,19:50,0.0,5.3
26/12/2025,19:55,7.6,5.3
26/12/2025,20:05,9.1,5.2
26/12/2025,20:10,9.2,5.3
26/12/2025,20:15,8.7,5.6
26/12/2025,20:25,7.5,5.2
26/12/2025,20:30,8.7,5.1
26/12/2025,20:40,8.8,5.2
26/12/2025,20:45,0.0,5.2
26/12/2025,20:50,3.8,5.2
26/12/2025,20:55,7.6,5.3
26/12/2025,21:00,0.0,5.2
26/12/2025,21:05,7.7,5.2
26/12/2025,21:10,8.3,5.1
26/12/2025,21:20,4.1,5.3
26/12/2025,21:25,0.0,5.3
26/12/2025,21:35,0.0,5.3
26/12/2025,21:40,9.3,5.4
26/12/2025,21:45,9.1,5.2
26/12/2025,21:50,9.3,5.2
26/12/2025,21:55,0.0,5.3
26/12/2025,22:00,11.7,5.3
26/12/2025,22:05,8.5,5.3
26/12/2025,22:10,0.0,5.3
26/12/2025,22:15,0.0,5.4
26/12/2025,22:20,8.2,5.4
26/12/2025,22:25,8.8,5.4
26/12/2025,22:30,4.6,5.4
26/12/2025,22:35,0.0,5.4
26/12/2025,22:40,0.0,5.4
26/12/2025,22:45,0.0,5.4
26/12/2025,22:50,9.4,5.3
26/12/2025,22:55,0.0,5.3
26/12/2025,23:00,0.0,5.3
26/12/2025,23:05,0.0,5.2
26/12/2025,23:10,0.0,5.1
26/12/2025,23:15,0.0,5.1
26/12/2025,23:20,0.0,5.2
26/12/2025,23:25,9.2,5.2
26/12/2025,23:30,0.0,5.1
26/12/2025,23:35,0.0,5.1
26/12/2025,23:40,0.0,5.1
26/12/2025,23:45,0.0,5.1
26/12/2025,23:50,8.5,4.8
26/12/2025,23:55,0.0,4.9
