DATE,TIME,WSPD,GST
09/11/2025,03:05,5.2,5.6
09/11/2025,03:15,5.2,5.9
09/11/2025,03:25,5.3,6.3
09/11/2025,03:35,5.5,6.0
09/11/2025,03:50,5.7,5.9
09/11/2025,04:00,4.7,5.5
09/11/2025,04:10,4.6,5.3
09/11/2025,04:20,5.7,6.1
09/11/2025,04:35,4.7,5.2
09/11/2025,04:45,4.4,4.8
09/11/2025,04:55,5.4,5.8
09/11/2025,05:10,5.5,6.0
09/11/2025,05:20,5.2,5.9
09/11/2025,05:25,6.1,6.6
09/11/2025,05:40,6.5,6.6
09/11/2025,05:50,8.0,8.4
09/11/2025,06:50,6.2,6.5
09/11/2025,12:00,15.6,17.3
09/11/2025,12:05,15.0,17.1
09/11/2025,12:10,15.2,17.8
09/11/2025,12:50,13.6,14.7
09/11/2025,12:55,14.9,15.8
09/11/2025,13:00,15.8,17.8
09/11/2025,13:30,12.9,14.5
09/11/2025,13:35,15.8,18.1
09/11/2025,13:40,13.6,15.7
09/11/2025,14:15,15.7,18.4
09/11/2025,14:20,12.4,17.3
09/11/2025,14:25,15.9,17.3
09/11/2025,15:00,15.0,18.1
09/11/2025,15:05,14.8,16.5
09/11/2025,15:10,13.9,15.5
09/11/2025,15:45,13.3,15.3
09/11/2025,18:30,15.5,17.8
09/11/2025,19:35,16.0,18.3
09/11/2025,19:40,15.2,17.8
09/11/2025,20:15,18.2,19.8
09/11/2025,20:20,16.5,17.9
09/11/2025,20:25,17.1,18.3
09/11/2025,21:00,17.7,19.1
09/11/2025,21:05,15.9,18.9
09/11/2025,21:10,17.5,18.8
09/11/2025,21:45,18.4,20.5
09/11/2025,21:50,18.4,19.6
09/11/2025,21:55,19.4,19.9
09/11/2025,22:25,19.1,20.7
09/11/2025,22:30,17.8,19.1
09/11/2025,22:35,20.0,21.8
09/11/2025,22:40,20.3,22.4
09/11/2025,23:15,17.7,18.6
09/11/2025,23:20,17.6,20.4
09/11/2025,23:25,19.0,21.4
