DATE,TIME,WSPD,ATMP
29/12/2025,00:00,0.0,6.5
29/12/2025,00:05,0.0,6.4
29/12/2025,00:10,9.2,6.5
29/12/2025,00:15,0.0,6.4
29/12/2025,00:20,9.7,6.5
29/12/2025,00:25,0.0,6.5
29/12/2025,00:30,11.8,6.4
29/12/2025,00:35,0.0,6.3
29/12/2025,00:40,11.9,6.4
29/12/2025,00:45,8.7,6.5
29/12/2025,01:00,0.0,6.4
29/12/2025,01:05,8.7,6.3
29/12/2025,01:10,0.0,6.2
29/12/2025,01:20,0.0,6.0
29/12/2025,01:30,9.5,6.1
29/12/2025,01:35,0.0,5.9
29/12/2025,01:40,10.6,6.0
29/12/2025,01:50,13.5,6.0
29/12/2025,01:55,0.0,5.8
29/12/2025,02:05,0.0,5.9
29/12/2025,02:15,0.0,5.7
29/12/2025,02:20,9.7,5.7
29/12/2025,02:25,0.0,5.5
29/12/2025,02:30,0.0,5.5
29/12/2025,02:35,10.3,5.3
29/12/2025,02:45,0.0,5.3
29/12/2025,02:55,9.4,5.2
29/12/2025,03:15,0.0,5.0
29/12/2025,03:20,0.0,4.7
29/12/2025,03:25,11.6,4.8
29/12/2025,03:30,8.8,4.6
29/12/2025,03:35,0.0,4.9
29/12/2025,03:40,10.3,4.5
29/12/2025,03:45,0.0,4.5
29/12/2025,03:50,0.0,4.5
29/12/2025,04:00,0.0,4.5
29/12/2025,04:05,0.0,4.5
29/12/2025,04:10,0.0,4.6
29/12/2025,04:15,0.0,4.6
29/12/2025,04:20,0.0,4.5
29/12/2025,04:25,0.0,4.5
29/12/2025,04:30,0.0,4.4
29/12/2025,04:35,0.0,4.4
29/12/2025,04:45,0.0,4.5
29/12/2025,04:50,0.0,4.5
29/12/2025,04:55,0.0,4.6
29/12/2025,05:10,11.6,4.6
29/12/2025,05:15,0.0,4.5
29/12/2025,05:20,0.0,4.6
29/12/2025,05:25,11.1,4.5
29/12/2025,05:30,0.0,4.5
29/12/2025,05:40,0.0,4.5
29/12/2025,05:50,11.7,4.4
29/12/2025,05:55,0.0,4.4
29/12/2025,06:00,0.0,4.7
29/12/2025,06:05,0.0,4.7
29/12/2025,06:10,0.0,4.7
29/12/2025,06:15,0.0,4.6
29/12/2025,06:20,0.0,4.5
29/12/2025,06:30,0.0,4.5
29/12/2025,06:50,0.0,4.6
29/12/2025,06:55,0.0,4.3
29/12/2025,07:00,11.7,4.4
29/12/2025,07:05,12.1,4.4
29/12/2025,07:10,0.0,4.4
29/12/2025,07:20,0.0,4.5
29/12/2025,07:25,0.0,4.3
29/12/2025,07:30,0.0,4.4
29/12/2025,07:40,0.0,4.2
29/12/2025,07:45,0.0,4.5
29/12/2025,07:50,0.0,4.3
29/12/2025,07:55,0.0,4.2
29/12/2025,08:00,5.4,4.5
29/12/2025,08:05,10.8,4.4
29/12/2025,08:15,12.2,4.3
29/12/2025,08:20,0.0,4.6
29/12/2025,08:25,0.0,4.4
29/12/2025,08:35,11.2,4.6
29/12/2025,08:40,0.0,4.6
29/12/2025,08:55,0.0,4.7
29/12/2025,09:00,11.4,4.4
29/12/2025,09:05,0.0,4.6
29/12/2025,09:20,0.0,4.7
29/12/2025,09:25,0.0,4.9
29/12/2025,09:30,7.0,4.7
29/12/2025,09:35,10.8,4.8
29/12/2025,09:40,7.7,4.8
29/12/2025,09:45,0.0,4.8
29/12/2025,09:55,0.0,5.0
29/12/2025,10:00,8.5,4.9
29/12/2025,10:05,0.0,4.9
29/12/2025,10:10,0.0,4.9
29/12/2025,10:25,4.4,5.5
29/12/2025,10:30,0.0,5.5
29/12/2025,10:40,5.9,5.7
29/12/2025,10:45,0.0,5.9
29/12/2025,10:50,15.8,5.8
29/12/2025,10:55,8.4,5.9
29/12/2025,11:00,13.6,5.9
29/12/2025,11:05,16.5,6.2
29/12/2025,11:10,16.3,6.1
29/12/2025,11:15,16.8,6.2
29/12/2025,11:20,13.9,6.1
29/12/2025,11:25,13.1,6.2
29/12/2025,11:30,0.0,6.1
29/12/2025,11:35,0.0,6.1
29/12/2025,11:40,0.0,6.1
29/12/2025,11:45,0.0,6.2
29/12/2025,11:50,0.0,6.4
29/12/2025,11:55,0.0,6.2
29/12/2025,12:00,0.0,6.2
29/12/2025,12:05,0.0,6.3
29/12/2025,12:10,0.0,6.3
29/12/2025,12:15,0.0,6.4
29/12/2025,12:30,11.1,6.2
29/12/2025,12:35,0.0,6.3
29/12/2025,12:40,0.0,6.3
29/12/2025,12:45,0.0,6.2
29/12/2025,12:50,0.0,6.2
29/12/2025,12:55,0.0,6.2
29/12/2025,13:05,0.0,6.3
29/12/2025,13:10,14.9,6.4
29/12/2025,13:15,0.0,6.4
29/12/2025,13:20,13.1,6.1
29/12/2025,13:30,0.0,6.2
29/12/2025,13:35,0.0,6.2
29/12/2025,13:40,0.0,6.2
29/12/2025,13:45,0.0,6.2
29/12/2025,13:55,0.0,6.2
29/12/2025,14:00,0.0,6.3
29/12/2025,14:05,0.0,6.3
29/12/2025,14:10,9.1,6.4
29/12/2025,14:15,7.6,6.3
29/12/2025,14:20,0.0,6.2
29/12/2025,14:25,0.0,6.2
29/12/2025,14:30,0.0,6.2
29/12/2025,14:35,12.4,6.2
29/12/2025,14:40,0.0,6.2
29/12/2025,14:45,0.0,6.2
29/12/2025,14:50,0.0,6.2
29/12/2025,14:55,0.0,6.2
29/12/2025,15:00,0.0,6.2
29/12/2025,15:05,0.0,6.2
29/12/2025,15:10,12.4,6.1
29/12/2025,15:15,9.6,6.2
29/12/2025,15:20,0.0,6.3
29/12/2025,15:25,0.0,6.2
29/12/2025,15:30,0.0,6.2
29/12/2025,15:45,0.0,6.2
29/12/2025,15:50,0.0,6.1
29/12/2025,15:55,0.0,6.1
29/12/2025,16:00,0.0,6.1
29/12/2025,16:10,0.0,6.1
29/12/2025,16:15,12.4,6.1
29/12/2025,16:20,0.0,6.2
29/12/2025,16:30,0.0,6.1
29/12/2025,16:35,0.0,6.0
29/12/2025,16:40,13.1,6.1
29/12/2025,16:45,0.0,6.0
29/12/2025,16:50,12.9,6.1
29/12/2025,17:00,9.8,5.9
29/12/2025,17:05,0.0,5.9
29/12/2025,17:10,14.2,6.0
29/12/2025,17:20,0.0,6.0
29/12/2025,17:25,11.6,5.9
29/12/2025,17:30,11.0,5.9
29/12/2025,17:35,5.1,5.9
29/12/2025,17:40,0.0,6.0
29/12/2025,17:45,12.4,6.1
29/12/2025,17:50,0.0,5.9
29/12/2025,18:00,0.0,5.8
29/12/2025,18:05,13.5,6.0
29/12/2025,18:10,0.0,5.7
29/12/2025,18:15,0.0,5.8
29/12/2025,18:20,0.0,5.8
29/12/2025,18:25,0.0,5.8
29/12/2025,18:35,13.7,6.0
29/12/2025,18:40,0.0,5.8
29/12/2025,18:45,0.0,5.8
29/12/2025,18:50,13.8,5.9
29/12/2025,18:55,0.0,5.8
29/12/2025,19:00,15.3,5.8
29/12/2025,19:05,0.0,5.8
29/12/2025,19:10,0.0,6.1
29/12/2025,19:15,0.0,5.8
