DATE,TIME,WSPD,ATMP
21/11/2025,00:00,0.0,3.8
21/11/2025,00:05,0.0,3.8
21/11/2025,00:10,0.0,3.8
21/11/2025,00:20,0.0,3.8
21/11/2025,00:25,0.0,3.8
21/11/2025,00:30,0.0,3.8
21/11/2025,00:35,0.0,3.8
21/11/2025,00:40,0.0,3.8
21/11/2025,00:45,0.0,3.8
21/11/2025,00:50,0.0,3.8
21/11/2025,00:55,0.0,3.8
21/11/2025,01:00,0.0,3.8
21/11/2025,01:05,0.0,3.8
21/11/2025,01:10,0.0,3.8
21/11/2025,01:15,0.0,3.8
21/11/2025,01:25,0.0,3.8
21/11/2025,01:30,0.0,3.8
21/11/2025,01:35,0.0,3.8
21/11/2025,01:40,0.0,3.8
21/11/2025,01:45,0.0,3.8
21/11/2025,01:50,0.0,3.8
21/11/2025,02:00,0.0,3.8
21/11/2025,02:05,0.0,3.8
21/11/2025,02:10,0.0,3.8
21/11/2025,02:15,0.0,3.8
21/11/2025,02:20,0.0,3.8
21/11/2025,02:25,0.0,3.8
21/11/2025,02:30,0.0,3.8
21/11/2025,02:35,0.0,3.8
21/11/2025,02:40,0.0,2.9
21/11/2025,02:45,0.0,2.9
21/11/2025,02:50,0.0,2.9
21/11/2025,02:55,0.0,2.9
21/11/2025,03:00,0.0,2.9
21/11/2025,03:05,0.0,2.9
21/11/2025,03:10,0.0,2.9
21/11/2025,03:15,0.0,2.9
21/11/2025,03:20,0.0,2.9
21/11/2025,03:25,0.0,2.9
21/11/2025,03:30,0.0,2.9
21/11/2025,03:35,0.0,2.9
21/11/2025,03:40,0.0,2.9
21/11/2025,03:45,0.0,2.9
21/11/2025,03:50,0.0,2.9
21/11/2025,03:55,0.0,2.9
21/11/2025,04:00,0.0,2.9
21/11/2025,04:05,0.0,2.9
21/11/2025,04:15,0.0,2.9
21/11/2025,04:20,0.0,2.9
21/11/2025,04:25,0.0,2.9
21/11/2025,04:30,0.0,2.9
21/11/2025,04:35,0.0,2.9
21/11/2025,04:40,0.0,2.9
21/11/2025,04:45,0.0,2.9
21/11/2025,04:50,0.0,2.9
21/11/2025,04:55,0.0,2.9
21/11/2025,05:00,0.0,2.9
21/11/2025,05:15,0.0,2.9
21/11/2025,05:20,0.0,2.9
21/11/2025,05:25,0.0,2.0
21/11/2025,05:30,0.0,2.0
21/11/2025,05:40,0.0,2.0
21/11/2025,05:45,0.0,2.0
21/11/2025,05:50,0.0,2.0
21/11/2025,05:55,0.0,2.0
21/11/2025,06:00,0.0,2.0
21/11/2025,06:05,0.0,2.0
21/11/2025,06:10,0.0,2.0
21/11/2025,06:15,0.0,2.0
21/11/2025,06:20,0.0,2.0
21/11/2025,06:25,0.0,2.0
21/11/2025,06:30,0.0,2.0
21/11/2025,06:35,0.0,2.0
21/11/2025,06:40,0.0,2.0
21/11/2025,06:45,0.0,2.0
21/11/2025,06:50,0.0,2.0
21/11/2025,06:55,0.0,2.0
21/11/2025,07:00,0.0,2.0
21/11/2025,07:05,0.0,2.0
