DATE,TIME,WSPD,GST
03/02/2026,00:00,20.1,22.5
03/02/2026,00:05,19.2,20.7
03/02/2026,00:10,18.8,20.9
03/02/2026,00:15,17.6,19.2
03/02/2026,00:20,18.8,20.7
03/02/2026,00:25,17.1,17.9
03/02/2026,00:30,18.3,20.2
03/02/2026,00:35,17.2,19.4
03/02/2026,00:40,17.6,18.4
03/02/2026,00:45,17.9,19.5
03/02/2026,00:50,17.5,19.2
03/02/2026,00:55,17.4,18.8
03/02/2026,01:00,16.0,17.3
03/02/2026,01:05,17.2,18.5
03/02/2026,01:10,16.6,18.2
03/02/2026,01:15,16.0,18.4
03/02/2026,01:20,15.9,17.7
03/02/2026,01:25,16.0,17.2
03/02/2026,01:30,17.5,19.3
03/02/2026,01:35,16.0,17.6
03/02/2026,01:40,18.3,22.2
03/02/2026,01:45,18.3,21.5
03/02/2026,01:50,18.6,22.1
03/02/2026,01:55,22.2,25.5
03/02/2026,02:00,20.6,22.4
03/02/2026,02:05,19.3,25.5
03/02/2026,02:10,19.0,22.5
03/02/2026,02:15,21.4,24.5
03/02/2026,02:20,18.4,20.2
03/02/2026,02:25,19.8,23.7
03/02/2026,02:30,21.4,23.9
03/02/2026,02:35,19.4,20.7
03/02/2026,02:40,19.4,20.1
03/02/2026,02:45,18.1,20.4
03/02/2026,02:50,19.0,22.0
03/02/2026,02:55,18.6,21.5
03/02/2026,03:00,15.6,17.7
03/02/2026,03:05,17.3,18.4
03/02/2026,03:10,18.7,21.0
03/02/2026,03:20,16.3,18.9
03/02/2026,03:25,16.0,16.8
03/02/2026,03:30,18.8,20.5
03/02/2026,03:35,17.1,19.0
03/02/2026,03:40,18.1,18.6
03/02/2026,03:45,19.3,20.9
03/02/2026,03:50,15.8,18.1
03/02/2026,03:55,17.2,18.5
03/02/2026,04:00,17.6,19.2
03/02/2026,04:05,17.9,19.7
03/02/2026,04:10,18.6,22.4
03/02/2026,04:15,17.8,18.9
03/02/2026,04:20,18.2,19.5
03/02/2026,04:25,18.3,20.8
03/02/2026,04:30,16.3,19.8
03/02/2026,04:35,18.6,20.5
03/02/2026,04:40,17.4,19.2
03/02/2026,04:45,16.9,19.5
03/02/2026,04:50,18.3,20.0
03/02/2026,05:00,17.9,20.3
03/02/2026,05:15,17.3,18.4
03/02/2026,05:20,18.0,19.1
03/02/2026,05:25,19.2,20.7
03/02/2026,05:40,19.1,22.4
03/02/2026,05:45,18.9,22.6
03/02/2026,05:50,17.8,19.0
03/02/2026,05:55,14.6,16.5
03/02/2026,06:00,18.6,21.0
03/02/2026,06:05,17.5,19.4
03/02/2026,06:10,17.8,18.8
03/02/2026,06:15,15.6,17.4
03/02/2026,06:20,15.1,16.7
03/02/2026,06:25,16.9,18.6
03/02/2026,06:30,15.9,17.2
03/02/2026,06:35,17.2,20.7
03/02/2026,06:40,17.4,18.2
03/02/2026,06:45,16.3,19.5
03/02/2026,06:50,14.9,17.1
03/02/2026,06:55,14.7,17.0
03/02/2026,07:00,17.5,20.1
03/02/2026,07:05,15.5,16.4
03/02/2026,07:10,16.4,17.9
03/02/2026,07:15,16.1,18.2
03/02/2026,07:20,16.3,16.9
03/02/2026,07:25,13.5,15.1
03/02/2026,07:30,15.3,17.9
03/02/2026,07:35,15.9,17.0
03/02/2026,07:40,16.4,17.7
03/02/2026,07:45,15.3,16.5
03/02/2026,07:50,14.0,15.3
03/02/2026,07:55,16.8,18.5
03/02/2026,08:00,15.5,16.3
03/02/2026,08:05,12.7,14.1
03/02/2026,08:10,12.3,14.2
03/02/2026,08:15,14.3,15.5
03/02/2026,08:20,13.9,15.1
03/02/2026,08:25,15.8,18.0
03/02/2026,08:30,14.3,16.1
03/02/2026,08:35,15.9,17.2
03/02/2026,08:40,15.2,17.1
03/02/2026,08:45,14.7,15.6
03/02/2026,08:50,13.2,15.2
03/02/2026,08:55,12.2,13.4
03/02/2026,09:00,13.7,14.9
03/02/2026,09:05,12.7,14.1
03/02/2026,09:10,12.3,13.3
03/02/2026,09:15,11.9,13.1
03/02/2026,09:20,11.3,12.3
03/02/2026,09:25,11.2,12.4
03/02/2026,09:35,11.1,13.5
03/02/2026,09:55,12.4,15.4
03/02/2026,10:25,12.2,12.8
03/02/2026,10:40,11.7,12.8
03/02/2026,10:55,14.1,14.8
03/02/2026,12:20,12.4,13.3
03/02/2026,12:35,12.4,13.3
03/02/2026,13:00,11.1,11.5
03/02/2026,13:10,10.7,12.0
03/02/2026,13:20,12.2,13.5
03/02/2026,13:55,9.3,9.8
03/02/2026,14:05,7.2,7.9
03/02/2026,14:15,8.1,9.2
03/02/2026,14:45,8.0,8.4
03/02/2026,15:10,7.4,8.2
03/02/2026,15:20,8.4,8.9
03/02/2026,15:30,9.2,9.8
03/02/2026,15:40,8.7,9.2
03/02/2026,15:45,8.2,8.8
03/02/2026,16:00,8.0,8.6
03/02/2026,16:20,7.7,8.1
03/02/2026,16:35,7.7,9.1
03/02/2026,16:40,8.9,9.1
03/02/2026,17:10,10.7,11.5
03/02/2026,17:20,10.0,10.8
03/02/2026,17:35,9.7,10.5
03/02/2026,18:10,8.9,9.8
03/02/2026,18:50,9.8,10.2
03/02/2026,19:05,9.5,10.2
03/02/2026,19:25,10.6,11.5
03/02/2026,20:00,8.7,9.7
03/02/2026,20:05,10.0,11.2
03/02/2026,20:15,9.8,10.7
03/02/2026,20:40,9.3,10.1
03/02/2026,21:10,9.9,10.7
03/02/2026,21:25,9.4,10.1
03/02/2026,21:30,9.3,9.9
03/02/2026,21:35,8.7,9.3
03/02/2026,21:40,6.3,7.8
03/02/2026,22:00,7.6,8.0
03/02/2026,22:05,8.0,8.5
03/02/2026,22:10,7.2,8.2
03/02/2026,22:15,6.3,6.7
03/02/2026,22:20,6.2,6.5
03/02/2026,22:25,6.5,6.9
03/02/2026,22:45,5.6,5.9
03/02/2026,22:50,5.4,6.5
03/02/2026,22:55,7.7,8.2
03/02/2026,23:00,7.8,8.7
03/02/2026,23:05,8.4,9.0
03/02/2026,23:10,6.8,7.8
03/02/2026,23:30,4.3,4.7
03/02/2026,23:35,4.3,4.9
03/02/2026,23:40,4.4,4.5
03/02/2026,23:45,4.1,4.5
03/02/2026,23:50,4.3,4.7
03/02/2026,23:55,4.7,4.9
