DATE,TIME,WSPD,GST
26/01/2026,00:00,11.1,12.9
26/01/2026,00:05,12.2,14.5
26/01/2026,00:10,13.8,15.2
26/01/2026,00:15,13.5,15.2
26/01/2026,00:20,12.1,13.3
26/01/2026,00:25,10.5,11.6
26/01/2026,00:30,10.0,11.0
26/01/2026,00:40,10.5,11.4
26/01/2026,00:45,9.9,11.2
26/01/2026,00:50,8.5,9.3
26/01/2026,00:55,7.2,7.7
26/01/2026,01:00,8.1,8.6
26/01/2026,01:05,7.8,8.4
26/01/2026,01:10,7.7,8.5
26/01/2026,01:15,7.4,7.8
26/01/2026,01:20,7.3,7.8
26/01/2026,01:25,8.3,9.1
26/01/2026,01:30,9.2,10.4
26/01/2026,01:35,8.0,9.3
26/01/2026,01:40,8.5,8.9
26/01/2026,01:45,8.3,8.9
26/01/2026,01:50,8.8,9.3
26/01/2026,02:00,7.5,8.0
26/01/2026,02:05,7.5,8.3
26/01/2026,02:10,7.3,7.7
26/01/2026,02:15,7.5,8.3
26/01/2026,02:25,7.8,8.4
26/01/2026,02:30,8.4,9.1
26/01/2026,02:35,8.3,8.6
26/01/2026,02:40,8.3,8.8
26/01/2026,02:45,8.3,8.9
26/01/2026,02:50,9.7,10.6
26/01/2026,02:55,9.1,9.9
26/01/2026,03:00,9.2,9.7
26/01/2026,03:05,11.2,12.6
26/01/2026,03:10,11.3,12.7
26/01/2026,03:15,11.2,12.6
26/01/2026,03:20,11.2,12.1
26/01/2026,03:25,10.5,11.3
26/01/2026,03:30,9.9,11.0
26/01/2026,03:35,10.7,11.6
26/01/2026,03:40,10.8,11.4
26/01/2026,03:45,10.3,10.9
26/01/2026,03:50,8.4,9.1
26/01/2026,03:55,7.2,8.4
26/01/2026,04:00,6.6,7.1
26/01/2026,04:05,6.1,6.5
26/01/2026,04:10,6.0,6.6
26/01/2026,04:15,6.2,6.4
26/01/2026,04:25,6.5,6.9
26/01/2026,04:30,6.9,7.3
26/01/2026,04:35,7.2,7.7
26/01/2026,04:40,7.4,7.9
26/01/2026,04:45,7.5,8.4
26/01/2026,04:50,8.2,8.5
26/01/2026,04:55,6.7,7.4
26/01/2026,05:00,5.7,6.5
26/01/2026,05:10,5.7,6.6
26/01/2026,05:15,5.8,6.4
26/01/2026,05:20,3.1,3.6
26/01/2026,05:25,3.4,4.7
26/01/2026,05:30,3.8,4.5
26/01/2026,05:40,1.2,2.2
26/01/2026,05:45,2.8,3.1
26/01/2026,05:50,2.4,2.9
26/01/2026,05:55,1.1,1.4
26/01/2026,06:00,1.5,1.7
26/01/2026,06:05,0.7,0.9
26/01/2026,06:10,0.9,1.1
26/01/2026,06:15,2.4,2.6
26/01/2026,06:20,3.7,3.8
26/01/2026,06:25,3.4,3.7
26/01/2026,06:30,4.7,5.1
26/01/2026,06:35,4.7,5.1
26/01/2026,06:40,5.0,5.6
26/01/2026,06:45,5.4,6.0
26/01/2026,06:50,5.5,6.1
26/01/2026,06:55,5.7,6.2
26/01/2026,07:00,6.5,6.8
26/01/2026,07:05,5.5,5.9
26/01/2026,07:10,5.0,5.5
26/01/2026,07:15,6.3,7.1
26/01/2026,07:20,5.1,5.2
26/01/2026,07:25,4.3,4.9
26/01/2026,07:30,4.7,5.1
26/01/2026,07:35,5.5,6.1
26/01/2026,07:40,5.8,5.9
26/01/2026,07:45,4.7,5.4
26/01/2026,07:50,5.4,5.7
26/01/2026,07:55,5.1,6.0
26/01/2026,08:00,6.4,7.1
26/01/2026,08:05,6.9,7.3
26/01/2026,08:10,6.6,7.2
26/01/2026,08:15,7.8,8.2
26/01/2026,08:20,7.9,8.7
26/01/2026,08:25,7.1,7.7
26/01/2026,08:30,7.2,7.8
26/01/2026,08:35,8.0,8.4
26/01/2026,08:40,8.6,10.0
26/01/2026,08:45,9.0,9.5
26/01/2026,08:50,9.1,9.8
26/01/2026,08:55,9.2,9.9
26/01/2026,09:00,8.3,9.1
26/01/2026,09:05,8.7,9.3
26/01/2026,09:10,10.4,11.5
26/01/2026,09:15,10.7,11.3
26/01/2026,09:20,11.6,12.3
26/01/2026,09:25,10.8,11.9
26/01/2026,09:30,12.4,13.3
26/01/2026,09:35,12.0,12.6
26/01/2026,09:40,11.6,12.3
26/01/2026,09:45,13.1,14.5
26/01/2026,09:50,13.3,14.3
26/01/2026,09:55,13.4,14.3
26/01/2026,10:00,12.8,13.6
26/01/2026,10:05,12.8,14.0
26/01/2026,10:10,14.3,15.4
26/01/2026,10:15,13.9,14.8
26/01/2026,10:20,12.6,13.8
26/01/2026,10:25,12.8,13.6
26/01/2026,10:30,14.0,14.7
26/01/2026,10:35,13.4,14.5
26/01/2026,10:40,13.5,14.2
26/01/2026,10:45,13.4,14.5
26/01/2026,10:50,11.6,13.0
26/01/2026,11:00,11.2,12.0
26/01/2026,11:05,10.7,11.2
26/01/2026,11:10,9.9,10.3
26/01/2026,11:15,9.7,11.1
26/01/2026,11:20,11.7,12.6
26/01/2026,11:25,11.6,13.0
26/01/2026,11:30,13.8,14.6
26/01/2026,11:35,12.9,13.9
26/01/2026,11:40,13.3,14.5
26/01/2026,11:45,13.3,15.5
26/01/2026,11:50,12.9,14.7
26/01/2026,11:55,11.4,12.6
26/01/2026,12:00,12.1,12.7
26/01/2026,12:05,12.4,13.4
26/01/2026,12:10,11.1,11.9
26/01/2026,12:15,10.0,11.3
26/01/2026,12:20,12.3,13.7
26/01/2026,12:25,11.2,13.0
26/01/2026,12:30,12.9,13.5
26/01/2026,12:35,14.1,14.9
26/01/2026,12:40,14.2,15.1
26/01/2026,12:45,13.2,14.1
26/01/2026,12:50,14.2,15.3
26/01/2026,12:55,16.1,17.3
26/01/2026,13:00,15.8,16.9
26/01/2026,13:05,15.1,16.9
26/01/2026,13:10,17.4,18.7
26/01/2026,13:15,16.5,19.4
26/01/2026,13:20,14.5,15.5
26/01/2026,13:25,15.8,17.1
26/01/2026,13:30,15.0,16.2
26/01/2026,13:35,16.8,18.7
26/01/2026,13:45,15.2,17.6
26/01/2026,13:50,15.4,17.5
26/01/2026,13:55,14.9,16.6
26/01/2026,14:00,15.1,17.2
26/01/2026,14:05,14.0,15.4
26/01/2026,14:15,13.9,15.2
26/01/2026,14:20,16.3,17.6
26/01/2026,14:25,12.8,14.9
26/01/2026,14:30,15.0,16.7
26/01/2026,14:35,14.3,15.8
26/01/2026,14:40,13.1,14.1
26/01/2026,14:45,13.6,14.8
26/01/2026,14:50,13.4,14.8
26/01/2026,15:00,12.3,13.7
26/01/2026,15:05,14.8,16.4
26/01/2026,15:10,13.3,14.3
26/01/2026,15:15,13.9,16.1
26/01/2026,15:20,15.6,16.7
26/01/2026,15:25,14.3,14.9
26/01/2026,15:30,14.6,15.7
26/01/2026,15:35,14.3,16.5
26/01/2026,15:40,13.0,14.3
26/01/2026,15:45,14.4,16.3
26/01/2026,15:55,15.2,16.7
26/01/2026,16:00,14.8,16.2
26/01/2026,16:05,15.6,16.6
26/01/2026,16:10,16.2,17.2
26/01/2026,16:15,14.3,15.6
26/01/2026,16:20,15.5,16.9
26/01/2026,16:25,15.9,17.7
26/01/2026,16:30,15.4,17.3
26/01/2026,16:35,15.2,16.1
26/01/2026,16:40,16.2,17.0
26/01/2026,16:45,16.4,17.3
26/01/2026,16:50,14.9,16.3
26/01/2026,16:55,14.2,14.7
26/01/2026,17:15,12.6,13.5
26/01/2026,17:25,13.7,14.8
26/01/2026,17:45,13.2,14.9
26/01/2026,18:00,13.4,14.5
26/01/2026,18:05,14.2,15.7
26/01/2026,18:10,13.6,14.9
26/01/2026,18:20,14.4,16.2
26/01/2026,18:25,16.2,17.5
26/01/2026,18:40,14.2,15.7
26/01/2026,19:00,16.0,17.3
26/01/2026,19:15,15.4,17.0
26/01/2026,19:40,14.5,15.2
26/01/2026,20:20,15.6,16.9
26/01/2026,20:50,17.7,19.8
26/01/2026,20:55,18.8,21.3
26/01/2026,21:20,19.8,23.2
26/01/2026,21:30,19.9,22.5
26/01/2026,21:45,20.1,21.3
26/01/2026,21:50,19.0,22.1
26/01/2026,21:55,18.5,20.1
26/01/2026,22:20,23.8,28.1
26/01/2026,22:30,21.4,24.7
26/01/2026,22:50,22.8,24.9
26/01/2026,22:55,21.5,25.0
26/01/2026,23:15,25.6,27.9
26/01/2026,23:25,24.7,28.4
26/01/2026,23:30,24.7,27.1
26/01/2026,23:50,22.5,27.4
26/01/2026,23:55,26.0,28.2
