DATE,TIME,WSPD,GST
30/01/2026,00:00,16.6,17.6
30/01/2026,00:05,16.9,18.6
30/01/2026,00:10,17.3,18.6
30/01/2026,00:15,17.8,19.0
30/01/2026,00:20,18.1,19.0
30/01/2026,00:25,18.2,19.4
30/01/2026,00:30,18.9,21.0
30/01/2026,00:35,15.9,17.9
30/01/2026,00:40,17.6,19.0
30/01/2026,00:45,18.7,20.9
30/01/2026,00:50,16.8,18.5
30/01/2026,00:55,14.5,16.5
30/01/2026,01:00,13.9,15.6
30/01/2026,01:05,13.3,15.3
30/01/2026,01:10,15.5,17.5
30/01/2026,01:15,13.7,15.3
30/01/2026,01:20,13.1,14.5
30/01/2026,01:25,14.6,16.6
30/01/2026,01:30,11.8,12.9
30/01/2026,01:35,15.0,16.6
30/01/2026,01:40,13.1,13.6
30/01/2026,01:45,10.8,12.5
30/01/2026,01:50,12.3,14.6
30/01/2026,01:55,12.2,13.8
30/01/2026,02:00,10.4,11.6
30/01/2026,02:05,12.8,13.8
30/01/2026,02:10,11.2,13.8
30/01/2026,02:15,12.8,14.2
30/01/2026,02:20,9.8,10.2
30/01/2026,02:25,10.5,11.9
30/01/2026,02:30,11.6,12.4
30/01/2026,02:35,12.0,13.5
30/01/2026,02:40,10.7,12.5
30/01/2026,02:45,10.4,11.2
30/01/2026,02:50,9.8,11.1
30/01/2026,02:55,10.6,12.1
30/01/2026,03:00,10.6,12.1
30/01/2026,03:05,11.1,11.9
30/01/2026,03:10,11.0,12.3
30/01/2026,03:15,10.7,11.8
30/01/2026,03:20,11.6,12.8
30/01/2026,03:25,11.0,13.0
30/01/2026,03:30,10.8,12.5
30/01/2026,03:35,10.4,11.4
30/01/2026,03:40,8.9,9.4
30/01/2026,03:45,9.1,9.9
30/01/2026,03:50,8.7,9.8
30/01/2026,03:55,7.5,8.1
30/01/2026,04:00,7.9,8.4
30/01/2026,04:05,7.8,8.1
30/01/2026,04:10,8.3,8.6
30/01/2026,04:15,9.9,10.7
30/01/2026,04:20,9.6,9.8
30/01/2026,04:25,9.6,11.7
30/01/2026,04:30,12.5,14.5
30/01/2026,04:35,12.5,13.9
30/01/2026,04:40,11.4,13.1
30/01/2026,04:45,10.8,12.8
30/01/2026,04:50,11.5,13.6
30/01/2026,04:55,10.6,11.3
30/01/2026,05:00,9.9,11.3
30/01/2026,05:10,10.4,11.4
30/01/2026,05:15,10.7,11.2
30/01/2026,05:20,10.0,10.8
30/01/2026,05:30,9.8,10.7
30/01/2026,05:45,11.3,13.9
30/01/2026,05:55,11.8,12.3
30/01/2026,06:00,10.3,11.5
30/01/2026,06:05,9.7,11.3
30/01/2026,06:10,8.7,9.9
30/01/2026,06:15,9.7,11.2
30/01/2026,06:20,9.7,10.2
30/01/2026,06:25,8.9,10.0
30/01/2026,06:30,9.1,10.0
30/01/2026,06:35,8.8,9.4
30/01/2026,06:40,8.7,9.4
30/01/2026,06:45,10.3,10.7
30/01/2026,06:50,10.3,11.4
30/01/2026,06:55,9.3,10.5
30/01/2026,07:00,10.0,11.8
30/01/2026,07:05,8.5,9.5
30/01/2026,07:10,7.1,8.0
30/01/2026,07:15,6.1,6.9
30/01/2026,07:20,7.9,8.9
30/01/2026,07:25,6.9,7.3
30/01/2026,07:30,9.0,10.0
30/01/2026,07:35,8.0,8.9
30/01/2026,07:40,8.1,9.2
30/01/2026,07:45,8.5,9.7
30/01/2026,07:50,9.8,11.3
30/01/2026,07:55,9.8,10.2
30/01/2026,08:00,9.9,10.5
30/01/2026,08:05,9.8,10.3
30/01/2026,08:10,9.3,9.9
30/01/2026,08:15,9.1,9.6
30/01/2026,08:20,8.9,10.0
30/01/2026,08:25,8.4,9.4
30/01/2026,08:30,8.9,9.4
30/01/2026,08:35,8.9,9.5
30/01/2026,08:40,8.4,8.9
30/01/2026,08:45,8.2,9.7
30/01/2026,08:50,8.6,9.7
30/01/2026,08:55,8.2,9.5
30/01/2026,09:00,8.0,8.6
30/01/2026,09:05,7.9,9.1
30/01/2026,09:10,6.8,7.4
30/01/2026,09:15,7.3,8.3
30/01/2026,09:20,8.5,8.8
30/01/2026,09:25,8.2,9.4
30/01/2026,09:30,7.3,8.0
30/01/2026,09:35,6.6,7.2
30/01/2026,09:40,8.8,10.5
30/01/2026,09:45,9.9,11.4
30/01/2026,09:50,7.4,8.5
30/01/2026,09:55,7.3,8.8
30/01/2026,10:00,9.5,10.0
30/01/2026,10:05,7.7,8.6
30/01/2026,10:10,8.7,10.0
30/01/2026,10:15,10.1,11.2
30/01/2026,10:20,9.4,10.8
30/01/2026,10:25,9.9,10.2
30/01/2026,10:30,11.7,12.9
30/01/2026,10:35,11.1,12.3
30/01/2026,10:40,11.5,13.2
30/01/2026,10:45,14.2,15.8
30/01/2026,10:50,16.4,18.0
30/01/2026,10:55,14.9,16.6
30/01/2026,11:00,16.8,17.3
30/01/2026,11:05,12.6,13.2
30/01/2026,11:10,10.8,12.3
30/01/2026,11:15,10.0,10.9
30/01/2026,11:20,9.9,11.2
30/01/2026,11:25,10.1,11.8
30/01/2026,11:30,11.1,11.8
30/01/2026,11:35,12.1,15.6
30/01/2026,11:40,15.8,18.6
30/01/2026,11:45,13.5,14.6
30/01/2026,11:50,17.8,19.1
30/01/2026,11:55,16.4,19.3
30/01/2026,12:00,15.6,18.2
30/01/2026,12:05,12.6,14.1
30/01/2026,12:10,11.5,12.7
30/01/2026,12:15,14.2,14.9
30/01/2026,12:20,15.7,16.3
30/01/2026,12:25,14.6,15.9
30/01/2026,12:30,13.1,13.8
30/01/2026,12:35,15.1,17.2
30/01/2026,12:40,16.7,17.5
30/01/2026,12:45,14.6,16.9
30/01/2026,12:50,14.3,16.4
30/01/2026,12:55,15.1,16.8
30/01/2026,13:00,13.0,13.8
30/01/2026,13:05,12.6,14.3
30/01/2026,13:10,11.8,13.0
30/01/2026,13:25,13.0,14.4
30/01/2026,13:30,16.7,17.9
30/01/2026,13:50,13.6,14.9
30/01/2026,13:55,15.0,16.4
30/01/2026,14:35,16.9,18.9
30/01/2026,15:05,18.6,21.1
30/01/2026,15:30,19.2,22.6
30/01/2026,15:35,15.6,17.1
30/01/2026,16:00,20.4,22.6
30/01/2026,16:10,20.8,23.7
30/01/2026,16:30,18.0,19.9
30/01/2026,17:30,18.3,19.0
30/01/2026,17:35,18.1,20.2
30/01/2026,17:50,22.5,23.9
30/01/2026,17:55,19.1,21.3
30/01/2026,18:00,18.3,19.4
30/01/2026,18:20,22.5,26.8
30/01/2026,18:35,21.6,24.4
30/01/2026,18:50,18.9,23.0
30/01/2026,18:55,19.3,20.7
30/01/2026,19:10,26.9,31.7
30/01/2026,19:35,16.0,17.4
30/01/2026,20:00,16.4,18.3
30/01/2026,20:10,18.2,19.3
30/01/2026,20:20,15.5,17.1
30/01/2026,20:40,18.5,20.6
30/01/2026,21:00,22.5,26.3
30/01/2026,21:20,13.9,15.6
30/01/2026,22:20,12.2,14.8
30/01/2026,22:25,11.5,15.2
30/01/2026,22:40,15.2,15.9
30/01/2026,22:55,14.1,16.1
30/01/2026,23:20,11.9,13.0
