DATE,TIME,WSPD,GST
01/01/2026,00:00,13.7,15.2
01/01/2026,00:10,13.5,15.2
01/01/2026,00:15,13.9,15.6
01/01/2026,00:25,13.0,13.7
01/01/2026,00:40,12.2,14.2
01/01/2026,00:45,13.3,15.1
01/01/2026,00:50,12.6,13.4
01/01/2026,01:00,13.5,15.4
01/01/2026,01:05,13.7,15.1
01/01/2026,01:20,14.4,15.6
01/01/2026,01:40,14.0,15.1
01/01/2026,01:50,13.1,14.3
01/01/2026,01:55,12.4,13.2
01/01/2026,02:00,12.3,13.5
01/01/2026,02:20,13.2,14.1
01/01/2026,02:35,14.0,14.6
01/01/2026,02:45,12.9,13.9
01/01/2026,02:50,12.3,13.4
01/01/2026,03:00,12.2,13.2
01/01/2026,03:05,12.3,13.0
01/01/2026,03:10,12.7,13.8
01/01/2026,03:15,12.5,12.9
01/01/2026,03:25,14.0,13.8
01/01/2026,03:30,13.3,13.7
01/01/2026,03:35,13.5,14.2
01/01/2026,03:40,13.9,15.7
01/01/2026,03:45,14.5,15.9
01/01/2026,03:50,14.9,17.0
01/01/2026,03:55,16.3,18.1
01/01/2026,04:00,15.6,17.5
01/01/2026,04:05,14.6,15.3
01/01/2026,04:10,13.6,15.2
01/01/2026,04:15,13.5,14.6
01/01/2026,04:20,14.9,17.9
01/01/2026,04:25,15.3,17.8
01/01/2026,04:30,15.5,16.8
01/01/2026,04:40,15.0,15.6
01/01/2026,04:45,15.0,16.1
01/01/2026,04:50,15.1,16.6
01/01/2026,04:55,16.4,17.6
01/01/2026,05:00,18.8,20.4
01/01/2026,05:15,20.6,23.0
01/01/2026,05:20,16.9,18.5
01/01/2026,05:25,17.9,19.4
01/01/2026,05:30,16.0,16.9
01/01/2026,05:40,14.8,16.7
01/01/2026,05:50,15.3,17.0
01/01/2026,05:55,15.6,17.0
01/01/2026,06:00,8.6,17.8
01/01/2026,06:05,15.7,16.5
01/01/2026,06:10,16.9,20.4
01/01/2026,06:15,18.6,19.0
01/01/2026,06:20,18.9,19.6
01/01/2026,06:25,18.0,20.5
01/01/2026,06:30,19.4,19.5
01/01/2026,06:35,18.1,20.6
01/01/2026,06:40,19.5,21.2
01/01/2026,06:45,17.9,18.7
01/01/2026,06:50,18.3,20.0
01/01/2026,06:55,20.0,20.4
01/01/2026,07:05,19.7,20.2
01/01/2026,07:15,17.9,18.4
01/01/2026,07:20,19.0,21.2
01/01/2026,07:25,18.5,20.2
01/01/2026,07:30,18.6,19.7
01/01/2026,07:35,0.0,0.0
01/01/2026,07:40,19.6,0.0
01/01/2026,07:45,18.6,21.4
01/01/2026,07:50,18.6,21.1
01/01/2026,07:55,18.6,20.5
01/01/2026,08:05,18.1,19.2
01/01/2026,08:15,0.0,0.0
01/01/2026,08:20,17.8,20.1
01/01/2026,08:30,17.7,18.9
01/01/2026,08:35,16.8,19.1
01/01/2026,08:40,16.1,18.4
01/01/2026,08:45,16.9,17.9
01/01/2026,08:50,16.2,17.0
01/01/2026,08:55,15.2,15.9
01/01/2026,09:00,16.1,16.0
01/01/2026,09:05,13.4,14.0
01/01/2026,09:10,0.0,0.0
01/01/2026,09:15,19.6,0.0
01/01/2026,09:25,16.3,17.7
01/01/2026,09:30,19.3,0.0
01/01/2026,09:40,16.0,18.0
01/01/2026,09:50,18.0,19.0
01/01/2026,09:55,16.9,19.3
01/01/2026,10:00,16.9,17.6
01/01/2026,10:05,15.7,17.8
01/01/2026,10:10,15.9,18.8
01/01/2026,10:20,16.9,0.0
01/01/2026,10:25,16.9,18.8
01/01/2026,10:35,16.5,17.9
01/01/2026,10:40,16.6,18.7
01/01/2026,10:45,17.4,19.2
01/01/2026,10:55,15.7,16.8
01/01/2026,11:00,16.2,19.4
01/01/2026,11:05,15.9,17.5
01/01/2026,11:10,15.9,17.8
01/01/2026,11:15,15.6,18.7
01/01/2026,11:20,0.0,0.0
01/01/2026,11:25,16.7,19.9
01/01/2026,11:30,18.3,20.5
01/01/2026,11:35,15.6,18.1
01/01/2026,11:40,16.4,17.8
01/01/2026,11:45,17.5,19.5
01/01/2026,11:50,15.5,16.9
01/01/2026,11:55,20.0,21.9
01/01/2026,12:00,17.4,19.9
