DATE,TIME,WSPD,GST
31/01/2026,00:10,12.0,14.5
31/01/2026,00:20,10.6,12.4
31/01/2026,00:25,11.4,13.1
31/01/2026,00:30,12.8,14.8
31/01/2026,00:35,13.5,15.1
31/01/2026,00:40,12.7,14.1
31/01/2026,00:45,12.8,13.9
31/01/2026,00:50,12.1,13.2
31/01/2026,00:55,11.1,12.3
31/01/2026,01:00,11.1,12.6
31/01/2026,01:05,9.8,11.6
31/01/2026,01:10,12.8,14.2
31/01/2026,01:15,9.6,10.0
31/01/2026,01:20,12.4,14.2
31/01/2026,01:25,13.4,13.9
31/01/2026,01:30,12.7,14.8
31/01/2026,01:35,15.0,15.7
31/01/2026,01:40,13.7,16.1
31/01/2026,01:45,13.5,14.7
31/01/2026,01:50,14.2,16.2
31/01/2026,01:55,13.0,14.8
31/01/2026,02:00,11.0,11.9
31/01/2026,02:05,11.5,14.2
31/01/2026,02:10,10.4,12.9
31/01/2026,02:15,14.4,15.7
31/01/2026,02:20,14.9,16.0
31/01/2026,02:25,14.1,15.1
31/01/2026,02:30,12.9,14.5
31/01/2026,02:35,13.4,14.5
31/01/2026,02:40,12.8,14.6
31/01/2026,02:45,15.5,16.7
31/01/2026,02:50,15.3,16.3
31/01/2026,02:55,14.7,15.5
31/01/2026,03:00,13.4,14.6
31/01/2026,03:10,13.6,14.2
31/01/2026,03:15,12.6,15.2
31/01/2026,03:20,9.4,11.4
31/01/2026,03:25,12.2,13.2
31/01/2026,03:30,9.9,10.4
31/01/2026,03:35,9.9,10.5
31/01/2026,03:40,9.5,10.1
31/01/2026,03:45,9.6,10.0
31/01/2026,03:50,10.3,10.9
31/01/2026,03:55,12.3,14.0
31/01/2026,04:00,12.1,13.8
31/01/2026,04:05,10.6,11.4
31/01/2026,04:10,8.9,9.8
31/01/2026,04:15,7.1,7.7
31/01/2026,04:20,8.4,9.3
31/01/2026,04:25,8.3,9.4
31/01/2026,04:30,8.2,9.5
31/01/2026,04:35,9.2,10.1
31/01/2026,04:40,11.5,12.1
31/01/2026,04:45,11.5,12.7
31/01/2026,04:50,11.8,12.8
31/01/2026,04:55,12.2,13.6
31/01/2026,05:00,13.1,13.7
31/01/2026,05:15,13.1,13.9
31/01/2026,05:20,12.1,12.8
31/01/2026,05:25,12.3,12.5
31/01/2026,05:40,11.6,12.1
31/01/2026,05:45,11.7,13.7
31/01/2026,05:50,10.8,11.2
31/01/2026,05:55,11.1,11.7
31/01/2026,06:00,11.1,12.4
31/01/2026,06:05,10.4,11.2
31/01/2026,06:10,9.5,10.2
31/01/2026,06:15,9.6,10.2
31/01/2026,06:20,9.5,10.5
31/01/2026,06:25,8.0,9.7
31/01/2026,06:30,7.3,8.6
31/01/2026,06:35,8.0,8.8
31/01/2026,06:40,8.7,9.8
31/01/2026,06:45,10.1,10.7
31/01/2026,06:50,7.8,8.6
31/01/2026,06:55,7.8,8.8
31/01/2026,07:00,9.0,9.6
31/01/2026,07:05,9.2,10.8
31/01/2026,07:10,9.0,9.5
31/01/2026,07:15,8.9,9.7
31/01/2026,07:20,8.0,9.5
31/01/2026,07:25,8.2,9.6
31/01/2026,07:30,9.5,10.1
31/01/2026,07:35,9.5,10.2
31/01/2026,07:40,10.2,10.9
31/01/2026,07:45,9.8,10.2
31/01/2026,07:50,8.4,9.6
31/01/2026,07:55,7.1,8.0
31/01/2026,08:00,7.4,8.7
31/01/2026,08:05,5.8,7.0
31/01/2026,08:10,5.4,6.6
31/01/2026,08:15,5.3,5.9
31/01/2026,08:20,5.0,5.8
31/01/2026,08:25,5.2,6.0
31/01/2026,08:30,5.3,6.1
31/01/2026,08:35,4.7,5.2
31/01/2026,08:40,5.1,6.0
31/01/2026,08:45,5.0,5.7
31/01/2026,08:50,6.1,6.7
31/01/2026,08:55,5.3,6.0
31/01/2026,09:00,5.3,5.9
31/01/2026,09:05,7.6,8.4
31/01/2026,09:10,7.9,8.7
31/01/2026,09:15,8.2,8.7
31/01/2026,09:20,9.3,10.0
31/01/2026,09:25,7.2,7.8
31/01/2026,09:30,8.1,8.7
31/01/2026,09:35,8.2,9.1
31/01/2026,09:40,9.8,10.2
31/01/2026,09:45,9.9,11.2
31/01/2026,09:50,9.6,10.6
31/01/2026,09:55,10.2,11.6
31/01/2026,10:00,9.3,10.7
31/01/2026,10:05,11.7,13.1
31/01/2026,10:10,11.9,13.2
31/01/2026,10:15,10.2,11.0
31/01/2026,10:20,10.1,13.4
31/01/2026,10:25,10.4,12.1
31/01/2026,10:30,14.4,16.8
31/01/2026,10:35,10.3,11.5
31/01/2026,10:40,9.9,11.6
31/01/2026,10:45,10.5,12.9
31/01/2026,10:50,9.7,12.1
31/01/2026,10:55,13.1,14.7
31/01/2026,11:00,10.2,11.7
31/01/2026,11:05,15.1,17.8
31/01/2026,11:10,15.0,17.3
31/01/2026,11:15,15.6,16.6
31/01/2026,11:20,12.2,13.5
31/01/2026,11:25,11.7,12.6
31/01/2026,11:30,11.1,12.2
31/01/2026,11:35,9.4,10.8
31/01/2026,11:40,11.5,12.3
31/01/2026,11:45,12.4,14.7
31/01/2026,11:50,14.1,17.4
31/01/2026,11:55,10.9,11.8
31/01/2026,12:00,14.9,17.4
31/01/2026,12:05,15.8,17.3
31/01/2026,12:10,14.6,16.0
31/01/2026,12:15,15.3,17.4
31/01/2026,12:20,16.1,17.6
31/01/2026,12:25,7.2,12.8
31/01/2026,12:30,10.4,12.3
31/01/2026,12:35,13.4,15.6
31/01/2026,12:40,15.6,16.4
31/01/2026,12:45,14.2,17.4
31/01/2026,12:50,16.5,18.6
31/01/2026,12:55,15.4,19.0
31/01/2026,13:00,12.2,13.6
31/01/2026,13:05,13.6,15.3
31/01/2026,13:10,13.5,14.7
31/01/2026,13:15,12.1,13.1
31/01/2026,13:20,13.9,15.1
31/01/2026,13:25,13.6,14.9
31/01/2026,13:30,11.5,13.8
31/01/2026,13:35,12.9,16.3
31/01/2026,13:40,11.5,12.6
31/01/2026,13:45,13.5,15.7
31/01/2026,13:50,13.6,14.2
31/01/2026,13:55,14.0,15.2
31/01/2026,14:00,15.4,16.9
31/01/2026,14:05,14.5,16.0
31/01/2026,14:10,11.0,12.2
31/01/2026,14:15,13.9,16.7
31/01/2026,14:20,13.8,15.6
31/01/2026,14:25,11.3,12.8
31/01/2026,14:30,13.5,15.6
31/01/2026,14:35,16.1,19.1
31/01/2026,14:40,16.5,18.5
31/01/2026,14:45,15.9,17.6
31/01/2026,14:50,13.4,15.2
31/01/2026,14:55,15.1,17.1
31/01/2026,15:00,16.7,18.3
31/01/2026,15:05,17.7,18.9
31/01/2026,15:10,15.4,17.7
31/01/2026,15:15,13.5,15.9
31/01/2026,15:20,11.8,13.1
31/01/2026,15:25,11.5,13.0
31/01/2026,15:30,13.7,14.7
31/01/2026,15:35,13.8,15.4
31/01/2026,15:40,14.5,15.7
31/01/2026,15:45,11.4,12.9
31/01/2026,15:50,16.0,17.8
31/01/2026,15:55,14.7,16.2
31/01/2026,16:00,12.2,13.4
31/01/2026,16:05,12.6,13.8
31/01/2026,16:10,12.7,13.7
31/01/2026,16:15,11.6,12.3
31/01/2026,16:20,14.5,16.5
31/01/2026,16:25,16.5,17.7
31/01/2026,16:30,14.9,16.2
31/01/2026,16:35,12.9,14.3
31/01/2026,16:40,11.4,13.0
31/01/2026,16:45,10.1,10.7
31/01/2026,16:50,10.3,11.6
31/01/2026,16:55,9.2,9.7
31/01/2026,17:00,10.4,11.1
31/01/2026,17:05,9.6,9.9
31/01/2026,17:10,9.9,11.0
31/01/2026,17:15,8.4,8.9
31/01/2026,17:20,9.3,10.3
31/01/2026,17:25,10.5,11.7
31/01/2026,17:30,10.7,12.8
31/01/2026,17:35,9.1,9.6
31/01/2026,17:40,9.5,11.2
31/01/2026,17:45,10.0,11.6
31/01/2026,17:50,9.9,12.6
31/01/2026,17:55,9.9,11.2
31/01/2026,18:00,10.3,10.8
31/01/2026,18:15,8.7,10.5
31/01/2026,18:20,13.1,15.0
31/01/2026,18:25,11.6,13.0
31/01/2026,18:30,11.2,12.0
31/01/2026,18:35,12.5,13.3
31/01/2026,18:40,12.1,13.1
31/01/2026,18:50,11.8,13.1
31/01/2026,19:00,12.0,14.4
31/01/2026,19:05,12.5,14.1
31/01/2026,19:10,11.3,11.7
31/01/2026,19:15,10.5,11.7
31/01/2026,19:20,12.7,14.4
31/01/2026,19:45,10.8,11.9
31/01/2026,19:50,11.7,13.5
