DATE,TIME,WSPD,GST
31/12/2025,00:00,11.6,12.0
31/12/2025,00:05,11.0,12.6
31/12/2025,00:10,11.7,12.8
31/12/2025,00:15,12.2,14.0
31/12/2025,00:20,11.4,12.9
31/12/2025,00:25,12.1,12.5
31/12/2025,00:30,12.7,14.3
31/12/2025,00:35,10.7,11.9
31/12/2025,00:40,10.4,12.3
31/12/2025,00:45,10.0,11.1
31/12/2025,00:50,9.9,10.5
31/12/2025,00:55,8.8,9.7
31/12/2025,01:00,9.0,9.8
31/12/2025,01:05,9.0,10.4
31/12/2025,01:10,10.2,10.8
31/12/2025,01:15,10.7,12.1
31/12/2025,01:20,9.7,10.1
31/12/2025,01:25,10.0,11.5
31/12/2025,01:30,9.5,10.2
31/12/2025,01:35,9.1,9.6
31/12/2025,01:40,9.4,10.1
31/12/2025,01:45,8.8,10.2
31/12/2025,01:50,7.4,7.9
31/12/2025,01:55,7.4,7.9
31/12/2025,02:00,5.9,6.5
31/12/2025,02:05,5.9,7.3
31/12/2025,02:10,7.0,8.1
31/12/2025,02:15,8.3,8.9
31/12/2025,02:20,7.8,8.7
31/12/2025,02:25,8.7,9.8
31/12/2025,02:30,8.6,9.5
31/12/2025,02:35,8.3,8.7
31/12/2025,02:40,7.1,7.8
31/12/2025,02:45,8.9,9.4
31/12/2025,02:50,8.5,9.3
31/12/2025,02:55,9.1,9.6
31/12/2025,03:00,9.2,10.3
31/12/2025,03:05,8.5,9.9
31/12/2025,03:10,8.1,9.4
31/12/2025,03:15,8.6,9.5
31/12/2025,03:20,8.0,8.7
31/12/2025,03:25,6.1,8.8
31/12/2025,03:30,5.2,7.0
31/12/2025,03:35,5.5,7.1
31/12/2025,03:40,5.1,6.5
31/12/2025,03:45,4.8,7.8
31/12/2025,03:50,6.0,7.2
31/12/2025,03:55,5.8,10.1
31/12/2025,04:00,5.6,6.6
31/12/2025,04:05,5.5,7.9
31/12/2025,04:10,5.6,6.4
31/12/2025,04:15,6.1,7.8
31/12/2025,04:20,5.5,8.3
31/12/2025,04:25,5.7,7.6
31/12/2025,04:30,5.3,5.8
31/12/2025,04:35,4.3,5.3
31/12/2025,04:40,4.6,5.3
31/12/2025,04:45,5.2,6.1
31/12/2025,04:50,4.9,5.6
31/12/2025,04:55,5.5,6.3
31/12/2025,05:00,5.6,6.7
31/12/2025,05:10,5.4,6.0
31/12/2025,05:15,7.3,8.1
31/12/2025,05:20,6.1,7.4
31/12/2025,05:25,6.1,6.8
31/12/2025,05:30,6.7,7.7
31/12/2025,05:40,7.6,8.5
31/12/2025,05:45,6.9,7.7
31/12/2025,05:50,6.7,8.0
31/12/2025,05:55,7.6,8.4
31/12/2025,06:00,6.8,7.4
31/12/2025,06:05,6.6,7.4
31/12/2025,06:10,6.5,7.1
31/12/2025,06:15,6.9,7.7
31/12/2025,06:20,6.0,7.0
31/12/2025,06:25,6.2,7.3
31/12/2025,06:30,6.9,8.0
31/12/2025,06:35,6.9,7.8
31/12/2025,06:40,6.8,7.4
31/12/2025,06:45,7.1,7.8
31/12/2025,06:50,7.3,8.6
31/12/2025,06:55,7.5,8.6
31/12/2025,07:00,7.6,8.1
31/12/2025,07:05,7.3,8.0
31/12/2025,07:10,7.1,8.0
31/12/2025,07:15,7.3,8.5
31/12/2025,07:20,6.9,8.2
31/12/2025,07:25,6.9,8.4
31/12/2025,07:30,7.3,8.6
31/12/2025,07:35,6.9,7.7
31/12/2025,07:40,8.0,9.0
31/12/2025,07:45,7.8,8.8
31/12/2025,07:50,8.0,9.3
31/12/2025,07:55,7.7,9.1
31/12/2025,08:00,7.3,8.4
31/12/2025,08:05,7.9,9.3
31/12/2025,08:10,7.0,8.4
31/12/2025,08:15,8.0,9.4
31/12/2025,08:20,8.3,9.7
31/12/2025,08:25,7.5,8.7
31/12/2025,08:30,7.1,7.9
31/12/2025,08:35,7.4,8.6
31/12/2025,08:40,7.5,8.7
31/12/2025,08:45,7.2,7.8
31/12/2025,08:50,6.9,7.8
31/12/2025,08:55,7.2,8.3
31/12/2025,09:00,6.9,9.0
31/12/2025,09:05,7.1,8.2
31/12/2025,09:10,7.2,8.7
31/12/2025,09:15,7.8,8.8
31/12/2025,09:20,5.9,8.4
31/12/2025,09:25,6.4,7.6
31/12/2025,09:30,6.7,8.0
31/12/2025,09:35,6.9,9.2
31/12/2025,09:40,6.7,8.0
31/12/2025,09:45,6.3,7.6
31/12/2025,09:50,6.0,7.7
31/12/2025,09:55,4.2,5.8
31/12/2025,10:00,5.9,7.4
31/12/2025,10:05,5.9,7.6
31/12/2025,10:10,6.4,7.7
31/12/2025,10:15,4.1,6.0
31/12/2025,10:20,5.5,6.6
31/12/2025,10:25,5.0,6.6
31/12/2025,10:30,5.0,6.2
31/12/2025,10:35,6.1,7.1
31/12/2025,10:40,5.2,6.5
31/12/2025,10:45,5.0,6.9
31/12/2025,10:50,6.2,7.6
31/12/2025,10:55,5.7,7.6
31/12/2025,11:00,5.7,7.1
31/12/2025,11:05,5.5,7.3
31/12/2025,11:10,3.2,4.0
31/12/2025,11:15,4.9,5.9
31/12/2025,11:20,4.6,5.4
31/12/2025,11:25,5.7,7.4
31/12/2025,11:30,5.6,6.6
31/12/2025,11:35,6.5,7.1
31/12/2025,11:40,6.7,0.0
31/12/2025,11:45,5.9,6.5
31/12/2025,11:50,6.6,7.5
31/12/2025,11:55,6.5,8.4
31/12/2025,12:05,7.3,8.6
31/12/2025,12:10,6.2,7.6
31/12/2025,12:15,7.7,9.2
31/12/2025,12:20,5.8,7.6
31/12/2025,12:25,5.1,6.4
31/12/2025,12:30,4.7,5.1
31/12/2025,12:35,5.3,7.3
31/12/2025,12:40,5.0,7.3
31/12/2025,12:45,4.5,6.3
31/12/2025,12:50,3.7,5.1
31/12/2025,12:55,5.7,6.3
31/12/2025,13:00,3.7,5.1
31/12/2025,13:05,4.5,5.2
31/12/2025,13:10,3.9,4.8
31/12/2025,13:15,5.4,6.4
31/12/2025,13:20,3.4,3.7
31/12/2025,13:25,4.2,5.7
31/12/2025,13:30,3.2,3.9
31/12/2025,13:35,5.2,6.4
31/12/2025,13:40,5.1,6.1
31/12/2025,13:45,4.2,5.4
31/12/2025,13:50,3.8,4.4
31/12/2025,13:55,3.8,4.5
31/12/2025,14:00,5.5,6.5
31/12/2025,14:05,5.0,5.5
31/12/2025,14:10,4.1,5.6
31/12/2025,14:15,4.6,5.5
31/12/2025,14:20,5.2,6.3
31/12/2025,14:25,4.1,6.0
31/12/2025,14:30,4.6,5.3
31/12/2025,14:35,4.4,5.1
31/12/2025,14:40,5.8,7.6
31/12/2025,14:45,5.6,6.6
31/12/2025,14:50,5.8,7.5
31/12/2025,14:55,5.0,6.7
31/12/2025,15:00,6.0,7.1
31/12/2025,15:05,4.0,4.7
31/12/2025,15:10,3.0,4.0
31/12/2025,15:15,3.6,3.8
31/12/2025,15:20,2.9,4.9
31/12/2025,15:25,3.7,4.5
31/12/2025,15:30,2.6,3.8
31/12/2025,15:35,4.8,5.3
31/12/2025,15:40,4.8,5.1
31/12/2025,15:45,3.3,4.4
31/12/2025,15:50,3.5,4.6
31/12/2025,15:55,4.1,5.3
31/12/2025,16:00,3.2,3.4
31/12/2025,16:05,4.1,4.7
31/12/2025,16:10,4.0,4.6
31/12/2025,16:15,3.4,4.4
31/12/2025,16:20,3.1,3.8
31/12/2025,16:25,3.3,4.6
31/12/2025,16:30,3.4,4.1
31/12/2025,16:35,3.9,4.6
31/12/2025,16:40,3.7,6.3
31/12/2025,16:45,2.4,3.0
31/12/2025,16:50,2.8,4.2
31/12/2025,16:55,4.2,5.7
31/12/2025,17:00,2.7,3.2
31/12/2025,17:05,1.6,2.3
31/12/2025,17:10,4.4,5.8
31/12/2025,17:15,3.7,4.6
31/12/2025,17:20,3.9,4.7
31/12/2025,17:25,5.2,6.3
31/12/2025,17:30,4.5,6.4
31/12/2025,17:35,4.8,6.6
31/12/2025,17:40,5.4,5.9
31/12/2025,17:45,6.4,6.9
31/12/2025,17:50,6.9,8.8
31/12/2025,17:55,5.7,6.6
31/12/2025,18:00,5.1,6.3
31/12/2025,18:05,5.6,7.3
31/12/2025,18:10,5.6,6.9
31/12/2025,18:15,5.7,6.7
31/12/2025,18:20,5.4,6.2
31/12/2025,18:25,5.2,5.8
31/12/2025,18:30,5.6,6.6
31/12/2025,18:35,6.4,7.4
31/12/2025,18:40,5.3,6.5
31/12/2025,18:45,6.8,8.0
31/12/2025,18:50,6.4,7.0
31/12/2025,18:55,6.2,7.0
31/12/2025,19:00,6.3,7.4
31/12/2025,19:05,6.4,7.8
31/12/2025,19:10,5.8,7.3
31/12/2025,19:15,5.7,6.6
31/12/2025,19:20,5.8,6.5
31/12/2025,19:25,6.4,7.6
31/12/2025,19:30,6.8,7.8
31/12/2025,19:35,7.3,7.9
31/12/2025,19:40,7.5,8.2
31/12/2025,19:45,7.0,8.1
31/12/2025,19:50,5.8,7.0
31/12/2025,19:55,5.6,6.2
31/12/2025,20:00,4.9,5.5
31/12/2025,20:05,5.3,6.3
31/12/2025,20:10,6.3,7.8
31/12/2025,20:15,6.1,7.8
31/12/2025,20:20,6.3,7.5
31/12/2025,20:25,2.8,4.8
31/12/2025,20:30,5.8,7.1
31/12/2025,20:35,6.4,7.4
31/12/2025,20:40,8.1,9.8
31/12/2025,20:45,9.6,10.2
31/12/2025,20:50,10.2,11.3
31/12/2025,20:55,11.1,12.6
31/12/2025,21:00,11.5,15.3
31/12/2025,21:05,11.0,11.9
31/12/2025,21:10,12.0,13.1
31/12/2025,21:15,11.4,12.4
31/12/2025,21:20,13.4,14.9
31/12/2025,21:25,12.6,13.6
31/12/2025,21:30,11.4,12.3
31/12/2025,21:35,11.3,13.0
31/12/2025,21:40,12.7,14.0
31/12/2025,21:45,12.6,14.5
31/12/2025,21:50,13.8,15.1
31/12/2025,21:55,13.4,14.7
