DATE,TIME,WSPD,GST
24/12/2025,00:00,17.7,20.3
24/12/2025,00:05,17.2,20.6
24/12/2025,00:10,17.9,19.0
24/12/2025,00:15,14.2,15.6
24/12/2025,00:20,15.2,20.6
24/12/2025,00:25,15.7,17.6
24/12/2025,00:30,18.1,20.9
24/12/2025,00:35,16.3,19.9
24/12/2025,00:40,19.9,23.8
24/12/2025,00:45,22.0,26.6
24/12/2025,00:50,19.4,21.3
24/12/2025,00:55,15.6,19.0
24/12/2025,01:00,15.5,17.7
24/12/2025,01:05,15.9,18.5
24/12/2025,01:10,18.8,22.0
24/12/2025,01:15,22.5,28.3
24/12/2025,01:20,21.5,24.8
24/12/2025,01:25,19.6,23.7
24/12/2025,01:30,19.9,21.2
24/12/2025,01:35,18.4,22.5
24/12/2025,01:40,17.9,20.9
24/12/2025,01:45,14.9,18.5
24/12/2025,01:50,17.2,19.8
24/12/2025,01:55,18.6,20.3
24/12/2025,02:00,19.9,23.8
24/12/2025,02:05,21.2,25.5
24/12/2025,02:10,19.3,22.3
24/12/2025,02:15,15.3,16.9
24/12/2025,02:20,16.6,19.7
24/12/2025,02:25,17.7,20.3
24/12/2025,02:30,16.5,19.3
24/12/2025,02:35,20.3,27.3
24/12/2025,02:40,20.3,23.7
24/12/2025,02:45,16.2,18.4
24/12/2025,02:50,18.5,22.6
24/12/2025,02:55,20.3,23.9
24/12/2025,03:00,20.8,22.9
24/12/2025,03:05,20.8,24.2
24/12/2025,03:10,17.0,19.1
24/12/2025,03:15,21.2,23.2
24/12/2025,03:20,20.1,22.0
24/12/2025,03:25,20.4,23.8
24/12/2025,03:30,18.8,23.1
24/12/2025,03:35,18.1,26.1
24/12/2025,03:40,18.8,23.8
24/12/2025,03:45,20.9,25.4
24/12/2025,03:50,19.2,24.3
24/12/2025,03:55,19.9,25.2
24/12/2025,04:00,18.5,22.4
24/12/2025,04:05,17.8,20.8
24/12/2025,04:10,17.6,18.5
24/12/2025,04:15,19.7,22.1
24/12/2025,04:20,18.3,21.8
24/12/2025,04:25,17.1,18.5
24/12/2025,04:30,15.9,19.4
24/12/2025,04:35,13.9,14.8
24/12/2025,04:40,15.0,15.8
24/12/2025,04:45,16.1,18.7
24/12/2025,04:50,17.2,20.8
24/12/2025,04:55,16.4,19.7
24/12/2025,05:00,16.9,19.0
24/12/2025,05:10,19.3,21.2
24/12/2025,05:15,19.1,19.8
24/12/2025,05:20,16.3,18.6
24/12/2025,05:25,16.6,19.4
24/12/2025,05:30,21.0,24.2
24/12/2025,05:40,20.2,23.0
24/12/2025,05:45,20.8,23.7
24/12/2025,05:55,16.4,18.0
24/12/2025,06:00,15.4,16.8
24/12/2025,06:05,16.3,18.4
24/12/2025,06:10,15.0,16.2
24/12/2025,06:15,21.6,23.2
24/12/2025,06:30,20.8,22.4
24/12/2025,06:35,20.1,21.6
24/12/2025,06:40,17.1,18.5
24/12/2025,06:45,15.8,17.8
24/12/2025,06:50,17.1,18.0
24/12/2025,07:00,19.0,21.8
24/12/2025,07:05,20.8,24.3
24/12/2025,07:10,21.0,25.1
24/12/2025,07:20,20.9,23.6
24/12/2025,07:25,19.6,22.1
