DATE,TIME,WSPD,ATMP
03/01/2026,00:05,0.0,1.8
03/01/2026,00:15,10.1,1.7
03/01/2026,00:20,9.1,1.9
03/01/2026,00:25,0.0,1.9
03/01/2026,00:30,0.0,2.0
03/01/2026,00:35,0.0,1.9
03/01/2026,00:40,0.0,1.8
03/01/2026,00:45,6.4,1.6
03/01/2026,01:10,8.6,1.8
03/01/2026,01:15,0.0,1.8
03/01/2026,01:20,0.0,2.0
03/01/2026,01:30,6.7,1.9
03/01/2026,01:35,7.5,1.9
03/01/2026,01:45,7.6,1.5
03/01/2026,01:50,11.8,1.7
03/01/2026,01:55,0.0,1.9
03/01/2026,02:00,11.5,1.9
03/01/2026,02:05,11.9,1.9
03/01/2026,02:15,11.3,1.9
03/01/2026,02:20,12.7,1.7
03/01/2026,02:25,11.7,1.8
03/01/2026,02:30,11.6,1.9
03/01/2026,02:35,12.3,1.8
03/01/2026,02:40,12.1,2.0
03/01/2026,02:45,11.4,2.0
03/01/2026,02:50,11.9,2.0
03/01/2026,02:55,11.0,2.2
03/01/2026,03:00,12.2,2.1
03/01/2026,03:05,11.1,2.0
03/01/2026,03:10,10.3,1.9
03/01/2026,03:15,10.0,1.8
03/01/2026,03:20,10.0,1.8
03/01/2026,03:25,8.6,2.0
03/01/2026,03:30,8.9,1.9
03/01/2026,03:35,7.4,1.9
03/01/2026,03:45,9.4,1.9
03/01/2026,03:50,12.2,2.0
03/01/2026,03:55,12.0,2.2
03/01/2026,04:00,12.4,2.3
03/01/2026,04:05,12.8,2.3
03/01/2026,04:15,13.4,2.1
03/01/2026,04:20,13.0,2.2
03/01/2026,04:25,13.0,2.2
03/01/2026,04:30,11.5,2.3
03/01/2026,04:35,11.0,2.1
03/01/2026,04:40,11.7,2.3
03/01/2026,04:45,12.0,2.2
03/01/2026,04:50,12.1,2.2
03/01/2026,04:55,13.0,2.0
03/01/2026,05:00,13.3,2.3
03/01/2026,05:10,14.9,2.4
03/01/2026,05:15,13.3,2.3
03/01/2026,05:20,12.2,2.3
03/01/2026,05:25,11.1,2.4
03/01/2026,05:30,12.1,2.3
03/01/2026,05:40,11.4,2.2
03/01/2026,05:45,11.0,2.2
03/01/2026,05:50,9.9,2.2
03/01/2026,06:05,11.3,2.2
03/01/2026,06:10,11.3,2.2
03/01/2026,06:20,9.2,2.3
03/01/2026,06:30,10.6,2.2
03/01/2026,06:35,9.6,1.9
03/01/2026,06:40,11.2,2.0
