DATE,TIME,WSPD,ATMP
03/01/2026,06:45,12.8,2.1
03/01/2026,06:50,8.4,2.2
03/01/2026,06:55,8.9,2.2
03/01/2026,07:00,9.6,2.2
03/01/2026,07:05,12.5,2.2
03/01/2026,07:10,9.6,2.4
03/01/2026,07:15,8.9,2.3
03/01/2026,07:20,7.3,2.3
03/01/2026,07:25,6.0,2.3
03/01/2026,07:30,0.0,2.3
03/01/2026,07:35,9.3,2.1
03/01/2026,07:40,11.2,2.3
03/01/2026,07:50,12.3,2.6
03/01/2026,08:00,15.6,2.6
03/01/2026,08:05,14.9,2.6
03/01/2026,08:10,13.4,2.8
03/01/2026,08:15,12.6,2.6
03/01/2026,08:20,13.7,2.5
03/01/2026,08:25,13.8,2.5
03/01/2026,08:30,13.5,2.5
03/01/2026,08:35,13.2,2.6
03/01/2026,08:40,13.3,2.4
03/01/2026,08:45,12.4,2.4
03/01/2026,08:50,14.1,2.3
03/01/2026,08:55,0.0,2.5
03/01/2026,09:00,0.0,2.4
03/01/2026,09:10,0.0,2.3
03/01/2026,09:15,0.0,2.3
03/01/2026,11:30,17.1,3.3
03/01/2026,11:35,15.3,3.4
03/01/2026,11:45,14.2,3.5
03/01/2026,12:00,13.3,3.4
03/01/2026,12:05,12.0,3.5
03/01/2026,12:10,0.0,3.5
03/01/2026,12:20,19.7,3.8
03/01/2026,12:30,0.0,3.7
03/01/2026,12:35,0.0,3.8
03/01/2026,12:50,15.3,3.7
03/01/2026,12:55,17.2,3.8
03/01/2026,13:00,0.0,3.7
03/01/2026,13:05,18.0,3.7
03/01/2026,15:10,0.0,4.2
03/01/2026,15:15,15.7,4.3
03/01/2026,15:25,0.0,4.3
03/01/2026,15:30,0.0,4.2
03/01/2026,15:40,14.4,4.1
03/01/2026,15:45,16.9,4.1
03/01/2026,15:50,17.5,4.3
03/01/2026,15:55,16.3,4.1
03/01/2026,16:05,15.3,4.1
03/01/2026,16:10,14.7,4.0
03/01/2026,16:15,16.1,4.0
03/01/2026,16:20,13.9,3.8
03/01/2026,16:25,13.9,3.8
03/01/2026,16:30,13.5,3.8
03/01/2026,16:35,14.6,3.7
03/01/2026,16:40,15.9,3.8
03/01/2026,16:45,15.0,3.7
03/01/2026,16:50,16.0,3.7
03/01/2026,17:00,12.6,3.6
03/01/2026,17:05,16.0,3.5
03/01/2026,17:10,15.1,3.6
03/01/2026,17:15,13.8,3.5
03/01/2026,17:20,11.8,3.4
03/01/2026,17:25,11.7,3.3
03/01/2026,17:30,12.2,3.4
03/01/2026,17:40,11.8,3.4
03/01/2026,17:45,11.7,3.3
03/01/2026,17:50,11.4,3.3
03/01/2026,17:55,10.8,3.2
03/01/2026,18:00,11.6,3.3
03/01/2026,18:05,10.9,3.2
03/01/2026,18:10,10.5,3.0
03/01/2026,18:15,9.8,3.1
03/01/2026,18:20,10.8,3.0
03/01/2026,18:25,9.9,3.0
03/01/2026,18:30,10.5,2.9
03/01/2026,18:35,10.5,2.9
03/01/2026,18:40,9.4,2.8
03/01/2026,18:45,11.0,2.9
03/01/2026,18:50,11.5,2.8
03/01/2026,18:55,11.3,2.8
03/01/2026,19:00,13.2,2.8
03/01/2026,19:05,11.5,2.8
03/01/2026,19:10,12.3,2.7
03/01/2026,19:15,12.4,2.7
03/01/2026,19:20,13.5,2.6
03/01/2026,19:25,11.3,2.7
03/01/2026,19:30,12.3,2.7
03/01/2026,19:35,12.4,2.6
03/01/2026,19:40,12.0,2.6
03/01/2026,19:45,12.4,2.5
03/01/2026,19:50,11.9,2.5
03/01/2026,19:55,13.2,2.3
03/01/2026,20:00,13.5,2.3
03/01/2026,20:10,13.5,2.2
03/01/2026,20:15,15.5,2.1
03/01/2026,20:20,14.3,2.1
03/01/2026,20:25,15.3,2.1
03/01/2026,20:30,15.0,2.2
03/01/2026,20:35,12.5,2.3
03/01/2026,20:40,13.0,2.0
03/01/2026,20:45,11.3,2.1
03/01/2026,20:50,13.9,1.9
03/01/2026,20:55,12.4,2.0
03/01/2026,21:00,14.6,2.0
03/01/2026,21:05,14.7,2.1
03/01/2026,21:10,14.4,1.9
03/01/2026,21:15,14.5,2.0
03/01/2026,21:20,13.9,1.9
03/01/2026,21:30,14.0,2.1
03/01/2026,21:35,13.5,2.1
03/01/2026,21:40,13.0,1.9
03/01/2026,21:45,12.7,2.1
03/01/2026,21:50,12.4,2.1
03/01/2026,22:00,12.9,2.2
03/01/2026,22:05,13.3,2.0
03/01/2026,22:10,13.4,2.0
03/01/2026,22:15,12.9,1.8
03/01/2026,22:20,14.5,1.8
03/01/2026,22:25,13.3,2.0
03/01/2026,22:30,13.3,1.9
03/01/2026,22:35,13.5,1.8
03/01/2026,22:40,13.6,1.7
03/01/2026,22:45,12.2,1.6
03/01/2026,22:50,12.7,1.6
03/01/2026,22:55,12.6,1.5
03/01/2026,23:00,12.4,1.6
03/01/2026,23:05,11.8,1.9
03/01/2026,23:10,13.9,1.5
03/01/2026,23:20,13.8,1.4
03/01/2026,23:25,13.9,1.5
03/01/2026,23:30,14.5,1.3
03/01/2026,23:35,14.6,1.5
03/01/2026,23:40,14.3,1.6
03/01/2026,23:45,15.2,1.4
03/01/2026,23:50,14.8,1.7
03/01/2026,23:55,15.5,1.7
