DATE,TIME,WSPD,GST
28/11/2025,00:05,13.3,0.0
28/11/2025,00:10,13.4,14.3
28/11/2025,00:15,13.4,13.7
28/11/2025,00:20,12.9,13.1
28/11/2025,00:25,5.8,0.0
28/11/2025,00:30,11.9,0.0
28/11/2025,00:35,0.0,0.0
28/11/2025,00:40,0.0,0.0
28/11/2025,00:45,10.4,10.4
28/11/2025,00:50,9.8,9.9
28/11/2025,00:55,12.2,0.0
28/11/2025,01:00,10.0,0.0
28/11/2025,01:05,8.6,0.0
28/11/2025,01:10,5.9,10.0
28/11/2025,01:15,9.5,0.0
28/11/2025,01:20,9.2,0.0
28/11/2025,01:25,8.1,9.6
28/11/2025,01:30,8.3,9.0
28/11/2025,01:35,2.5,0.0
28/11/2025,01:40,0.0,0.0
28/11/2025,01:50,0.0,0.0
28/11/2025,01:55,0.0,0.0
28/11/2025,02:00,4.2,7.7
28/11/2025,02:05,0.0,0.0
28/11/2025,02:10,0.0,0.0
28/11/2025,02:15,5.2,0.0
28/11/2025,02:20,3.9,4.0
28/11/2025,02:25,3.1,0.0
28/11/2025,02:30,3.9,0.0
28/11/2025,02:35,0.0,0.0
28/11/2025,02:40,6.6,0.0
28/11/2025,02:45,7.2,8.0
28/11/2025,02:50,5.5,0.0
28/11/2025,02:55,8.9,9.1
28/11/2025,03:05,9.3,10.6
28/11/2025,03:10,8.6,8.9
28/11/2025,03:15,7.9,8.5
28/11/2025,03:20,8.6,9.6
28/11/2025,03:25,6.4,7.6
28/11/2025,03:30,5.9,6.6
28/11/2025,03:35,7.3,8.2
28/11/2025,03:40,7.9,10.1
28/11/2025,03:45,7.1,7.7
28/11/2025,03:50,8.4,0.0
28/11/2025,03:55,9.9,12.3
28/11/2025,04:00,9.6,10.3
28/11/2025,04:05,4.5,9.9
28/11/2025,04:10,9.8,11.2
28/11/2025,04:15,10.5,11.8
28/11/2025,04:20,10.6,11.9
28/11/2025,04:30,10.2,0.0
28/11/2025,04:35,9.4,9.9
28/11/2025,04:40,9.8,0.0
28/11/2025,04:45,8.7,0.0
28/11/2025,04:50,9.8,10.5
28/11/2025,04:55,9.9,14.7
28/11/2025,05:00,0.0,0.0
28/11/2025,05:10,8.4,9.2
28/11/2025,05:15,8.9,0.0
28/11/2025,05:20,9.5,10.3
28/11/2025,05:25,9.4,10.8
28/11/2025,05:30,10.0,10.8
28/11/2025,05:40,10.8,0.0
28/11/2025,05:45,10.6,11.1
28/11/2025,05:50,10.4,11.4
28/11/2025,05:55,8.8,9.1
28/11/2025,06:00,10.4,10.7
28/11/2025,06:10,9.5,10.8
28/11/2025,06:15,9.1,10.0
28/11/2025,06:20,10.1,10.5
28/11/2025,06:25,10.2,11.4
28/11/2025,06:30,10.0,10.3
28/11/2025,06:35,10.9,10.2
28/11/2025,06:40,7.4,11.5
28/11/2025,06:45,11.2,12.5
28/11/2025,06:50,11.9,12.0
28/11/2025,06:55,11.4,11.8
28/11/2025,07:00,11.4,0.0
28/11/2025,07:05,10.4,0.0
28/11/2025,07:10,11.7,12.1
28/11/2025,07:15,9.9,10.4
28/11/2025,07:20,9.3,9.8
28/11/2025,07:25,8.4,0.0
28/11/2025,07:30,0.0,0.0
28/11/2025,07:40,10.0,10.6
28/11/2025,07:45,8.8,0.0
28/11/2025,07:50,9.9,0.0
28/11/2025,07:55,9.9,10.6
28/11/2025,08:00,10.3,11.1
28/11/2025,08:05,10.0,10.3
28/11/2025,08:10,13.9,0.0
28/11/2025,08:20,11.2,11.5
28/11/2025,08:25,11.8,0.0
28/11/2025,08:30,11.3,11.6
28/11/2025,08:35,11.3,0.0
28/11/2025,08:40,14.0,0.0
28/11/2025,08:45,10.8,0.0
28/11/2025,08:50,9.0,10.1
28/11/2025,08:55,3.2,0.0
28/11/2025,09:00,11.6,11.8
28/11/2025,09:05,6.5,9.7
28/11/2025,09:10,7.4,8.3
28/11/2025,09:15,0.0,0.0
28/11/2025,09:20,0.0,0.0
28/11/2025,09:25,12.5,0.0
28/11/2025,09:30,13.2,13.1
28/11/2025,09:40,4.2,13.6
28/11/2025,09:45,12.8,0.0
28/11/2025,09:50,12.4,12.4
28/11/2025,09:55,12.5,13.1
28/11/2025,10:00,12.0,0.0
28/11/2025,10:05,12.7,14.3
28/11/2025,10:10,12.5,14.5
28/11/2025,10:15,12.4,15.2
28/11/2025,10:20,13.0,15.0
28/11/2025,10:25,10.2,0.0
28/11/2025,10:30,13.6,0.0
