DATE,TIME,WSPD,ATMP
24/11/2025,00:00,0.0,9.6
24/11/2025,00:05,17.1,9.6
24/11/2025,00:10,8.4,9.7
24/11/2025,00:15,0.0,9.7
24/11/2025,00:20,0.0,9.6
24/11/2025,00:25,0.0,9.8
24/11/2025,00:30,0.0,9.8
24/11/2025,00:35,22.0,9.8
24/11/2025,00:45,0.0,9.7
24/11/2025,00:50,0.0,9.7
24/11/2025,00:55,10.2,9.8
24/11/2025,01:00,0.0,9.9
24/11/2025,01:05,17.9,9.9
24/11/2025,01:10,17.0,9.7
24/11/2025,01:15,15.6,9.8
24/11/2025,01:20,0.0,9.6
24/11/2025,01:25,0.0,9.8
24/11/2025,01:30,0.0,9.8
24/11/2025,01:40,0.0,9.9
24/11/2025,01:45,14.2,9.9
24/11/2025,01:55,17.6,10.0
24/11/2025,02:05,0.0,9.8
24/11/2025,02:10,7.8,9.7
24/11/2025,02:15,16.1,9.8
24/11/2025,02:20,20.5,9.7
24/11/2025,02:25,14.2,9.9
24/11/2025,02:30,16.7,9.8
24/11/2025,02:35,11.1,9.6
24/11/2025,02:40,14.3,9.7
24/11/2025,02:45,12.3,9.7
24/11/2025,02:50,6.5,9.6
24/11/2025,02:55,5.5,9.5
24/11/2025,03:00,0.0,9.5
24/11/2025,03:05,11.3,9.4
24/11/2025,03:10,13.7,9.4
24/11/2025,03:15,14.5,9.3
24/11/2025,03:20,10.6,9.3
24/11/2025,03:25,17.4,9.2
24/11/2025,03:30,0.0,9.2
24/11/2025,03:35,14.1,9.3
24/11/2025,03:40,15.8,9.2
24/11/2025,03:45,8.8,9.3
24/11/2025,03:50,15.8,9.4
24/11/2025,03:55,17.0,9.5
24/11/2025,04:00,16.8,9.4
24/11/2025,04:05,15.6,9.3
24/11/2025,04:10,14.9,9.3
24/11/2025,04:15,0.0,9.2
24/11/2025,04:20,16.0,9.3
24/11/2025,04:30,21.5,9.8
24/11/2025,04:35,20.5,9.9
24/11/2025,04:40,19.1,10.0
24/11/2025,04:45,18.9,10.0
24/11/2025,04:50,21.9,10.0
24/11/2025,04:55,17.0,10.1
24/11/2025,05:00,21.6,10.2
24/11/2025,05:10,24.1,10.3
24/11/2025,05:15,26.0,10.3
24/11/2025,05:20,24.0,10.4
24/11/2025,05:25,26.4,10.2
24/11/2025,05:30,25.5,10.1
24/11/2025,05:40,20.6,9.7
24/11/2025,05:45,22.4,9.4
24/11/2025,05:50,26.8,9.5
24/11/2025,05:55,25.1,9.4
24/11/2025,06:00,22.4,9.1
24/11/2025,06:05,19.7,9.2
24/11/2025,06:10,22.0,9.0
24/11/2025,06:15,14.1,9.1
24/11/2025,06:20,20.7,9.0
24/11/2025,06:25,0.0,9.0
24/11/2025,06:30,21.3,8.9
24/11/2025,06:35,0.0,9.1
24/11/2025,06:40,0.0,8.8
24/11/2025,06:45,0.0,8.9
24/11/2025,06:50,0.0,8.9
24/11/2025,06:55,14.1,8.8
24/11/2025,07:00,0.0,8.7
24/11/2025,07:05,18.6,8.7
24/11/2025,07:10,5.0,8.7
24/11/2025,07:15,0.0,8.9
24/11/2025,07:20,19.2,8.9
24/11/2025,07:25,17.3,8.9
24/11/2025,07:30,13.2,9.0
24/11/2025,07:35,13.9,8.9
24/11/2025,07:40,17.8,8.9
24/11/2025,07:45,15.9,8.8
24/11/2025,07:50,11.1,8.9
24/11/2025,07:55,15.6,8.9
24/11/2025,08:00,11.8,8.9
24/11/2025,08:05,0.0,8.9
24/11/2025,08:10,0.0,9.0
24/11/2025,08:15,0.0,9.0
24/11/2025,08:20,0.0,9.0
24/11/2025,08:25,0.0,9.0
24/11/2025,08:30,0.0,9.0
24/11/2025,08:35,0.0,9.0
24/11/2025,08:40,14.9,8.7
24/11/2025,08:45,0.0,8.7
24/11/2025,08:50,0.0,8.6
24/11/2025,08:55,4.3,8.5
24/11/2025,09:00,11.5,8.4
24/11/2025,09:05,10.8,8.4
24/11/2025,09:10,10.8,8.4
24/11/2025,09:15,0.0,8.5
24/11/2025,09:20,3.6,8.4
24/11/2025,09:25,7.5,8.2
24/11/2025,09:30,8.3,8.2
24/11/2025,09:35,12.7,8.2
24/11/2025,09:40,0.0,8.2
24/11/2025,09:45,0.0,8.2
24/11/2025,09:50,11.0,8.2
24/11/2025,09:55,0.0,8.2
24/11/2025,10:00,0.0,8.2
24/11/2025,10:05,0.0,8.3
24/11/2025,10:10,6.0,8.4
24/11/2025,10:15,4.3,8.3
24/11/2025,10:20,0.0,8.3
24/11/2025,10:25,15.0,8.2
24/11/2025,10:30,0.0,8.3
24/11/2025,10:35,5.8,8.3
24/11/2025,10:40,6.4,8.3
24/11/2025,10:45,4.3,8.5
24/11/2025,10:50,5.8,8.6
24/11/2025,10:55,6.6,8.6
24/11/2025,11:00,0.0,8.6
24/11/2025,11:05,5.9,8.6
24/11/2025,11:10,2.0,8.5
24/11/2025,11:15,0.0,8.6
24/11/2025,11:20,9.1,8.6
24/11/2025,11:25,11.9,8.5
24/11/2025,11:30,0.0,8.7
24/11/2025,11:35,0.0,8.5
24/11/2025,11:40,0.0,8.5
24/11/2025,11:45,0.0,8.5
24/11/2025,11:50,0.0,8.5
24/11/2025,11:55,0.0,8.5
24/11/2025,12:00,0.0,8.5
24/11/2025,12:05,0.0,8.5
24/11/2025,12:10,0.0,8.5
24/11/2025,12:15,0.0,8.5
24/11/2025,12:20,0.0,8.5
24/11/2025,12:25,0.0,8.5
24/11/2025,12:30,0.0,8.5
24/11/2025,12:35,0.0,8.5
24/11/2025,12:40,0.0,8.5
24/11/2025,12:45,0.0,8.5
24/11/2025,12:50,0.0,8.5
24/11/2025,12:55,0.0,8.5
24/11/2025,13:00,0.0,8.5
24/11/2025,13:05,0.0,8.5
24/11/2025,13:10,0.0,8.5
24/11/2025,13:15,0.0,8.5
24/11/2025,13:20,0.0,8.5
24/11/2025,13:25,0.0,8.5
24/11/2025,13:30,0.0,8.5
24/11/2025,13:35,15.5,8.3
24/11/2025,13:40,0.0,8.3
24/11/2025,13:45,0.0,8.1
24/11/2025,13:50,0.0,8.3
