DATE,TIME,WSPD,ATMP
24/11/2025,13:55,0.0,8.3
24/11/2025,14:00,10.6,8.3
24/11/2025,14:05,0.0,8.3
24/11/2025,14:10,0.0,8.5
24/11/2025,14:15,0.0,8.5
24/11/2025,14:20,0.0,8.5
24/11/2025,14:25,0.0,8.5
24/11/2025,14:30,0.0,8.5
24/11/2025,14:35,0.0,8.5
24/11/2025,14:40,0.0,8.5
24/11/2025,14:45,5.3,8.5
24/11/2025,14:50,0.0,8.5
24/11/2025,14:55,0.0,8.5
24/11/2025,15:00,0.0,8.5
24/11/2025,15:05,0.0,8.5
24/11/2025,15:10,0.0,8.5
24/11/2025,15:15,0.0,8.4
24/11/2025,15:20,0.0,8.3
24/11/2025,15:25,0.0,8.3
24/11/2025,15:30,0.0,8.3
24/11/2025,15:35,0.0,8.3
24/11/2025,15:40,0.0,8.3
24/11/2025,15:45,0.0,8.3
24/11/2025,15:50,0.0,8.3
24/11/2025,15:55,0.0,8.3
24/11/2025,16:00,0.0,8.3
24/11/2025,16:05,0.0,8.2
24/11/2025,16:10,0.0,8.2
24/11/2025,16:15,0.0,8.2
24/11/2025,16:20,0.0,8.1
24/11/2025,16:25,14.3,8.1
24/11/2025,16:30,0.0,8.1
24/11/2025,16:35,3.4,8.1
24/11/2025,16:40,0.0,8.0
24/11/2025,16:45,0.0,7.9
24/11/2025,16:50,0.0,7.9
24/11/2025,16:55,15.0,7.9
24/11/2025,17:00,0.0,7.8
24/11/2025,17:05,0.0,7.8
24/11/2025,17:10,0.0,7.8
24/11/2025,17:15,16.2,8.0
24/11/2025,17:20,0.0,8.0
24/11/2025,17:25,0.0,8.0
24/11/2025,17:35,5.9,8.2
24/11/2025,17:40,17.7,8.3
24/11/2025,17:45,9.5,8.2
24/11/2025,17:50,0.0,8.4
24/11/2025,17:55,0.0,8.4
24/11/2025,18:00,0.0,8.3
24/11/2025,18:05,0.0,8.3
24/11/2025,18:10,0.0,8.3
24/11/2025,18:15,0.0,8.3
24/11/2025,18:20,16.0,8.0
24/11/2025,18:25,15.2,8.0
24/11/2025,18:30,13.0,7.9
24/11/2025,18:35,12.7,8.0
24/11/2025,18:40,14.3,8.1
24/11/2025,18:45,13.6,8.3
24/11/2025,18:50,16.9,8.3
24/11/2025,18:55,13.7,8.3
24/11/2025,19:00,18.0,8.3
24/11/2025,19:05,18.8,8.3
24/11/2025,19:10,12.5,8.2
24/11/2025,19:15,16.9,8.2
24/11/2025,19:20,0.0,8.2
24/11/2025,19:25,0.0,8.2
24/11/2025,19:30,13.2,8.1
24/11/2025,19:35,0.0,8.1
24/11/2025,19:40,17.9,8.1
24/11/2025,19:45,0.0,8.3
24/11/2025,19:50,5.9,8.2
24/11/2025,19:55,22.2,8.1
24/11/2025,20:00,24.2,8.1
24/11/2025,20:05,0.0,8.1
24/11/2025,20:10,21.5,7.8
24/11/2025,20:15,21.1,7.9
24/11/2025,20:20,18.8,7.9
24/11/2025,20:25,19.9,7.9
24/11/2025,20:30,19.9,7.9
24/11/2025,20:35,13.9,7.9
24/11/2025,20:40,19.2,8.0
24/11/2025,20:45,0.0,7.9
24/11/2025,20:50,15.1,7.9
24/11/2025,20:55,18.0,8.0
24/11/2025,21:00,6.2,7.8
24/11/2025,21:05,0.0,7.8
24/11/2025,21:10,16.5,7.9
24/11/2025,21:15,17.9,7.9
24/11/2025,21:20,0.0,7.8
24/11/2025,21:25,19.1,7.7
24/11/2025,21:30,0.0,7.7
24/11/2025,21:35,0.0,7.7
24/11/2025,21:40,11.3,7.5
24/11/2025,21:45,0.0,7.5
24/11/2025,21:50,0.0,7.5
24/11/2025,21:55,0.0,7.5
24/11/2025,22:00,0.0,7.5
24/11/2025,22:05,7.8,7.5
24/11/2025,22:10,0.0,7.6
24/11/2025,22:15,0.0,7.6
24/11/2025,22:20,0.0,7.6
24/11/2025,22:25,0.0,7.6
24/11/2025,22:30,0.0,7.6
24/11/2025,22:35,0.0,7.7
24/11/2025,22:40,0.0,7.7
24/11/2025,22:45,0.0,7.7
24/11/2025,22:50,0.0,7.7
24/11/2025,22:55,0.0,7.6
24/11/2025,23:00,0.0,7.6
24/11/2025,23:05,0.0,7.6
24/11/2025,23:10,8.9,7.6
24/11/2025,23:15,0.0,7.5
24/11/2025,23:20,6.1,7.5
24/11/2025,23:25,0.0,7.6
24/11/2025,23:30,0.0,7.6
24/11/2025,23:35,0.0,7.6
24/11/2025,23:40,0.0,7.6
24/11/2025,23:45,0.0,7.6
24/11/2025,23:50,0.0,7.6
24/11/2025,23:55,0.0,7.6
