DATE,TIME,WSPD,ATMP
20/11/2025,00:05,0.0,2.6
20/11/2025,00:10,0.0,2.6
20/11/2025,00:15,0.0,2.6
20/11/2025,00:20,0.0,2.6
20/11/2025,00:25,0.0,2.6
20/11/2025,00:30,0.0,2.6
20/11/2025,00:35,6.1,2.5
20/11/2025,00:40,0.0,2.5
20/11/2025,00:45,0.0,2.5
20/11/2025,00:50,0.0,2.5
20/11/2025,00:55,0.0,2.5
20/11/2025,01:05,0.0,2.5
20/11/2025,01:10,0.0,2.5
20/11/2025,01:20,0.0,2.5
20/11/2025,01:25,0.0,2.5
20/11/2025,01:30,0.0,2.5
20/11/2025,01:40,0.0,2.5
20/11/2025,01:45,0.0,2.5
20/11/2025,01:50,0.0,2.5
20/11/2025,01:55,0.0,2.5
20/11/2025,02:00,0.0,2.5
20/11/2025,02:05,0.0,2.5
20/11/2025,02:10,0.0,2.5
20/11/2025,02:15,0.0,2.5
20/11/2025,02:20,0.0,2.5
20/11/2025,02:25,0.0,2.5
20/11/2025,02:30,0.0,2.5
20/11/2025,02:40,0.0,2.5
20/11/2025,02:45,0.0,2.0
20/11/2025,02:50,0.0,2.0
20/11/2025,02:55,0.0,2.0
20/11/2025,03:00,0.0,1.9
20/11/2025,03:05,0.0,1.6
20/11/2025,03:10,0.0,1.8
20/11/2025,03:15,9.3,1.8
20/11/2025,03:20,0.0,1.8
20/11/2025,03:25,0.0,1.8
20/11/2025,03:30,3.2,1.4
20/11/2025,03:35,0.0,1.3
20/11/2025,03:40,0.0,1.3
20/11/2025,03:50,0.0,1.3
20/11/2025,03:55,0.0,1.3
20/11/2025,04:00,0.0,1.3
20/11/2025,04:05,0.0,1.3
20/11/2025,04:10,3.5,1.5
20/11/2025,04:15,0.0,2.0
20/11/2025,04:20,0.0,2.0
20/11/2025,04:25,0.0,2.0
20/11/2025,04:30,0.0,1.6
20/11/2025,04:35,0.0,1.7
20/11/2025,04:40,0.0,1.6
20/11/2025,04:45,0.0,1.6
20/11/2025,04:50,0.0,1.6
20/11/2025,04:55,0.0,1.6
20/11/2025,05:00,0.0,1.6
20/11/2025,05:20,0.0,1.7
20/11/2025,05:25,0.0,1.7
20/11/2025,05:30,0.0,1.8
20/11/2025,05:40,0.0,1.9
20/11/2025,05:45,0.0,1.9
20/11/2025,05:50,4.9,1.9
20/11/2025,05:55,0.0,1.9
20/11/2025,06:00,14.0,2.0
20/11/2025,06:05,8.2,1.7
20/11/2025,06:10,14.3,1.8
20/11/2025,06:15,12.1,1.7
20/11/2025,06:20,8.5,2.0
20/11/2025,06:25,0.0,2.0
20/11/2025,06:30,0.0,1.9
20/11/2025,06:35,0.0,1.9
20/11/2025,06:40,0.0,1.9
20/11/2025,06:45,0.0,1.9
20/11/2025,06:50,0.0,1.9
20/11/2025,06:55,0.0,2.2
20/11/2025,07:00,14.7,2.1
20/11/2025,07:05,0.0,2.1
20/11/2025,07:10,16.3,2.1
20/11/2025,07:15,0.0,2.0
20/11/2025,07:20,0.0,1.8
20/11/2025,07:25,0.0,1.8
20/11/2025,07:30,0.0,1.8
20/11/2025,07:35,0.0,1.8
20/11/2025,07:40,0.0,1.8
20/11/2025,07:45,0.0,1.8
20/11/2025,07:50,0.0,1.9
20/11/2025,07:55,0.0,1.9
20/11/2025,08:00,0.0,1.9
20/11/2025,08:05,0.0,1.9
20/11/2025,08:10,0.0,1.9
20/11/2025,08:15,0.0,1.9
20/11/2025,08:20,0.0,1.9
20/11/2025,08:25,0.0,1.9
20/11/2025,08:30,0.0,1.9
20/11/2025,08:35,0.0,1.9
20/11/2025,08:40,0.0,1.9
20/11/2025,08:45,0.0,1.9
20/11/2025,08:50,15.5,2.8
20/11/2025,08:55,0.0,2.8
20/11/2025,09:00,0.0,2.8
20/11/2025,09:05,0.0,2.8
20/11/2025,09:10,0.0,2.8
20/11/2025,09:15,0.0,2.8
20/11/2025,09:20,0.0,2.8
20/11/2025,09:30,0.0,2.8
20/11/2025,09:35,0.0,2.8
20/11/2025,09:40,0.0,2.8
20/11/2025,09:45,0.0,2.8
20/11/2025,09:50,0.0,2.8
20/11/2025,09:55,0.0,2.8
20/11/2025,10:00,0.0,2.8
20/11/2025,10:05,0.0,2.8
20/11/2025,10:10,0.0,3.4
20/11/2025,10:15,0.0,3.4
20/11/2025,10:20,0.0,3.4
20/11/2025,10:25,0.0,3.4
20/11/2025,10:30,0.0,3.4
20/11/2025,10:35,0.0,3.4
20/11/2025,10:40,0.0,3.4
20/11/2025,10:50,0.0,3.4
