DATE,TIME,WSPD,GST
07/01/2026,00:00,22.8,25.2
07/01/2026,00:05,22.5,25.7
07/01/2026,00:10,24.8,28.1
07/01/2026,00:15,22.3,25.9
07/01/2026,00:20,27.6,31.9
07/01/2026,00:25,24.8,29.2
07/01/2026,00:30,23.3,26.0
07/01/2026,00:35,26.5,31.4
07/01/2026,00:40,23.4,26.3
07/01/2026,00:45,27.6,31.0
07/01/2026,00:50,24.8,29.1
07/01/2026,00:55,23.6,26.7
07/01/2026,01:00,25.7,29.7
07/01/2026,01:05,24.4,26.0
07/01/2026,01:10,24.2,26.6
07/01/2026,01:15,22.5,24.2
07/01/2026,01:20,23.1,26.3
07/01/2026,01:25,21.5,23.8
07/01/2026,01:30,21.2,24.5
07/01/2026,01:35,20.6,23.6
07/01/2026,01:40,20.0,22.6
07/01/2026,01:45,18.0,21.4
07/01/2026,01:50,16.5,17.8
07/01/2026,01:55,17.9,18.8
07/01/2026,02:00,16.3,18.6
07/01/2026,02:05,16.5,19.1
07/01/2026,02:10,13.5,15.4
07/01/2026,02:15,21.2,24.7
07/01/2026,02:20,19.0,20.7
07/01/2026,02:25,0.0,0.0
07/01/2026,02:40,19.7,20.4
07/01/2026,02:45,14.7,15.1
07/01/2026,02:50,14.1,16.0
07/01/2026,02:55,14.8,16.9
07/01/2026,03:00,11.2,12.2
07/01/2026,03:05,9.4,11.3
07/01/2026,03:10,9.7,10.7
07/01/2026,03:15,10.4,13.1
07/01/2026,03:20,11.7,12.2
07/01/2026,03:30,11.6,11.9
07/01/2026,03:35,12.5,12.2
07/01/2026,03:40,11.9,13.3
07/01/2026,03:45,13.6,16.3
07/01/2026,03:50,12.7,14.0
07/01/2026,03:55,0.0,0.0
07/01/2026,04:00,0.0,0.0
07/01/2026,04:05,13.6,15.9
07/01/2026,04:10,6.9,14.2
07/01/2026,04:15,14.7,0.0
07/01/2026,04:20,6.4,0.0
07/01/2026,04:25,0.0,0.0
07/01/2026,04:30,0.0,0.0
07/01/2026,04:35,6.2,0.0
07/01/2026,04:40,10.8,11.8
07/01/2026,04:45,12.8,13.0
07/01/2026,04:55,12.6,12.7
07/01/2026,05:00,12.6,14.1
07/01/2026,05:10,12.2,12.5
07/01/2026,05:15,13.0,14.2
07/01/2026,05:20,6.2,0.0
07/01/2026,05:25,10.5,12.1
07/01/2026,05:40,13.7,15.8
07/01/2026,05:45,14.0,0.0
07/01/2026,05:50,14.5,15.2
07/01/2026,06:00,13.6,15.5
07/01/2026,06:05,14.0,15.4
07/01/2026,06:10,14.9,15.7
07/01/2026,06:15,13.6,14.9
07/01/2026,06:20,14.2,14.6
07/01/2026,06:25,12.5,13.9
07/01/2026,06:30,14.4,16.5
07/01/2026,06:45,12.2,14.1
07/01/2026,06:50,13.3,13.8
07/01/2026,06:55,13.6,14.6
07/01/2026,07:05,15.7,16.8
07/01/2026,07:10,7.6,16.0
07/01/2026,07:15,12.9,13.5
07/01/2026,07:20,13.3,13.8
07/01/2026,07:25,13.4,14.2
07/01/2026,07:30,13.0,14.3
07/01/2026,07:35,6.6,14.6
07/01/2026,07:45,13.7,0.0
07/01/2026,07:50,12.6,13.2
