DATE,TIME,WSPD,GST
03/12/2025,00:00,4.7,5.5
03/12/2025,00:05,4.6,4.9
03/12/2025,00:10,3.6,4.2
03/12/2025,00:15,4.0,4.5
03/12/2025,00:20,4.7,5.4
03/12/2025,00:25,4.5,4.8
03/12/2025,00:30,4.4,5.0
03/12/2025,00:35,3.1,3.8
03/12/2025,00:40,2.9,3.3
03/12/2025,00:45,3.0,3.5
03/12/2025,00:50,3.3,3.6
03/12/2025,00:55,3.6,3.8
03/12/2025,01:00,4.1,4.2
03/12/2025,01:05,4.2,4.6
03/12/2025,01:10,4.5,5.1
03/12/2025,01:15,4.4,4.9
03/12/2025,01:20,3.8,4.5
03/12/2025,01:25,5.4,5.7
03/12/2025,01:30,3.8,4.8
03/12/2025,01:35,2.8,3.6
03/12/2025,01:40,3.3,4.0
03/12/2025,01:45,4.5,5.4
03/12/2025,01:50,4.9,5.5
03/12/2025,01:55,6.1,7.3
03/12/2025,02:00,7.6,8.6
03/12/2025,02:05,5.4,6.3
03/12/2025,02:10,5.4,6.4
03/12/2025,02:15,4.2,4.9
03/12/2025,02:20,4.2,4.8
03/12/2025,02:25,4.7,5.5
03/12/2025,02:30,4.5,5.0
03/12/2025,02:35,5.2,5.7
03/12/2025,02:40,5.2,6.0
03/12/2025,02:45,5.8,6.7
03/12/2025,02:50,5.9,6.3
03/12/2025,02:55,6.6,7.2
03/12/2025,03:00,6.6,7.3
03/12/2025,03:05,6.8,7.6
03/12/2025,03:10,6.6,7.6
03/12/2025,03:15,7.8,8.4
03/12/2025,03:20,8.8,9.7
03/12/2025,03:25,8.8,9.9
03/12/2025,03:30,10.1,10.7
03/12/2025,03:35,10.8,12.1
03/12/2025,03:40,11.6,12.7
03/12/2025,03:45,12.3,13.5
03/12/2025,03:50,11.4,13.9
03/12/2025,03:55,8.8,9.9
03/12/2025,04:00,9.8,10.9
03/12/2025,04:05,9.4,9.9
03/12/2025,04:10,8.3,9.4
03/12/2025,04:15,8.0,9.3
03/12/2025,04:20,7.3,8.0
03/12/2025,04:25,6.1,7.0
03/12/2025,04:30,6.5,7.3
03/12/2025,04:35,5.5,6.0
03/12/2025,04:40,5.1,5.8
03/12/2025,04:45,4.7,5.4
03/12/2025,04:50,4.5,5.3
03/12/2025,04:55,3.3,3.7
03/12/2025,05:00,3.6,4.0
03/12/2025,05:10,5.0,6.5
03/12/2025,05:15,6.1,6.6
03/12/2025,05:20,6.9,8.2
03/12/2025,05:25,7.9,8.7
03/12/2025,05:30,8.0,8.9
03/12/2025,05:40,9.1,10.5
03/12/2025,05:45,9.5,10.5
03/12/2025,05:50,10.5,11.6
03/12/2025,06:00,9.9,10.9
03/12/2025,06:05,8.3,9.1
03/12/2025,06:10,10.1,11.1
03/12/2025,06:15,10.1,11.3
03/12/2025,06:20,10.1,11.3
03/12/2025,06:25,10.4,11.0
03/12/2025,06:30,10.3,10.8
03/12/2025,06:35,9.6,10.3
03/12/2025,06:40,9.1,9.6
03/12/2025,06:45,8.9,9.6
03/12/2025,06:50,8.1,8.4
03/12/2025,06:55,8.0,8.8
03/12/2025,07:00,8.5,8.9
03/12/2025,07:05,8.7,9.2
03/12/2025,07:10,8.4,9.3
03/12/2025,07:15,8.9,9.2
03/12/2025,07:20,8.5,9.1
03/12/2025,07:25,8.0,8.2
03/12/2025,07:30,8.4,8.9
03/12/2025,07:35,7.2,7.8
03/12/2025,07:40,7.5,8.3
03/12/2025,07:45,6.4,7.2
03/12/2025,07:50,6.1,6.8
03/12/2025,07:55,5.2,5.8
03/12/2025,08:00,5.3,5.8
03/12/2025,08:05,4.9,5.8
03/12/2025,08:10,4.2,4.6
03/12/2025,08:15,4.6,5.0
03/12/2025,08:20,6.6,7.6
03/12/2025,08:25,5.1,5.9
03/12/2025,08:30,4.8,5.4
03/12/2025,08:35,3.8,4.5
03/12/2025,08:40,5.5,5.8
03/12/2025,08:45,5.2,5.3
03/12/2025,08:50,6.6,7.0
03/12/2025,08:55,5.0,6.0
03/12/2025,09:00,4.6,5.3
03/12/2025,09:05,4.4,5.0
03/12/2025,09:10,4.9,6.1
03/12/2025,09:15,4.5,5.1
03/12/2025,09:20,3.8,4.3
03/12/2025,09:25,4.9,5.5
03/12/2025,09:30,5.2,5.5
03/12/2025,09:35,5.2,5.8
03/12/2025,09:40,5.8,6.4
03/12/2025,09:45,5.9,6.7
03/12/2025,09:50,5.1,6.1
03/12/2025,09:55,5.8,6.5
03/12/2025,10:00,5.8,6.2
03/12/2025,10:05,5.5,5.9
03/12/2025,10:10,5.2,5.9
03/12/2025,10:15,5.3,5.8
03/12/2025,10:20,5.4,6.3
03/12/2025,10:25,5.3,5.7
03/12/2025,10:30,4.8,5.3
03/12/2025,10:35,4.5,5.1
03/12/2025,10:40,6.4,11.2
03/12/2025,10:45,10.6,13.7
03/12/2025,10:50,10.6,11.8
03/12/2025,10:55,7.8,8.8
03/12/2025,11:00,6.0,6.9
03/12/2025,11:05,6.2,7.2
03/12/2025,11:10,7.0,7.6
03/12/2025,11:15,7.2,7.7
03/12/2025,11:20,8.3,9.3
03/12/2025,11:25,7.7,9.1
03/12/2025,11:30,7.0,7.5
03/12/2025,11:35,6.4,7.7
03/12/2025,11:40,6.0,7.6
03/12/2025,11:45,5.7,6.1
03/12/2025,11:50,5.7,7.1
03/12/2025,11:55,5.3,5.9
03/12/2025,12:00,5.8,7.5
03/12/2025,12:05,6.2,7.2
03/12/2025,12:10,6.6,7.6
03/12/2025,12:15,7.5,8.2
03/12/2025,12:20,10.5,11.5
03/12/2025,12:25,7.9,8.9
03/12/2025,12:30,6.2,8.6
03/12/2025,12:35,8.0,10.0
03/12/2025,12:40,9.2,12.2
03/12/2025,12:45,7.1,8.3
03/12/2025,12:50,8.1,10.6
03/12/2025,12:55,7.5,10.1
03/12/2025,13:00,8.0,8.6
03/12/2025,13:05,10.5,13.8
03/12/2025,13:10,9.8,10.6
03/12/2025,13:15,8.0,9.2
03/12/2025,13:20,7.9,9.4
03/12/2025,13:25,10.5,14.2
03/12/2025,13:30,10.2,12.0
03/12/2025,13:35,10.3,11.9
03/12/2025,13:40,10.2,12.6
03/12/2025,13:45,11.3,13.2
03/12/2025,13:50,11.0,13.1
03/12/2025,13:55,11.5,13.0
03/12/2025,14:00,11.2,12.7
03/12/2025,14:05,10.4,13.3
03/12/2025,14:10,11.3,13.2
03/12/2025,14:15,10.6,11.5
03/12/2025,14:20,10.4,12.4
03/12/2025,14:25,10.0,12.7
03/12/2025,14:30,11.3,12.4
03/12/2025,14:35,10.5,11.8
